ucr_id,probabilistic_cluster_id,minimum_staging_record_id,resolution_status,match_method,cluster_size,deterministic_cluster_count,deterministic_cluster_ids,source_system_count,source_systems,cluster_confidence,cluster_confidence_type,deterministic_linking_rules
UCR003613,PCL003613,STG003613,deterministically_linked,Deterministic,5,1,DCL003613,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03 | D06
UCR003614,PCL003614,STG003614,deterministically_linked,Deterministic,5,1,DCL003614,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D02 | D03
UCR003615,PCL003615,STG003615,deterministically_linked,Deterministic,3,1,DCL003615,2,CRM | SUPPORT,1.0,Exact deterministic-rule confidence,D03 | D06
UCR003616,PCL003616,STG003616,deterministically_linked,Deterministic,11,1,DCL003616,4,CRM | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03 | D05
UCR003617,PCL003617,STG003617,deterministically_linked,Deterministic,6,1,DCL003617,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR003618,PCL003618,STG003618,deterministically_linked,Deterministic,7,1,DCL003618,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03
UCR003619,PCL003619,STG003619,deterministically_linked,Deterministic,3,1,DCL003619,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR003620,PCL003620,STG003620,deterministically_linked,Deterministic,10,1,DCL003620,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D08
UCR003621,PCL003621,STG003621,deterministically_linked,Deterministic,7,1,DCL003621,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR003622,PCL003622,STG003622,deterministically_linked,Deterministic,10,1,DCL003622,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D07
UCR003623,PCL003623,STG003623,deterministically_linked,Deterministic,6,1,DCL003623,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03
UCR003624,PCL003624,STG003624,deterministically_linked,Deterministic,4,1,DCL003624,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D08
UCR003625,PCL003625,STG003625,deterministically_linked,Deterministic,9,1,DCL003625,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D05
UCR003626,PCL003626,STG003626,deterministically_linked,Deterministic,4,1,DCL003626,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR003627,PCL003627,STG003627,deterministically_linked,Deterministic,4,1,DCL003627,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D06
UCR003628,PCL003628,STG003628,deterministically_linked,Deterministic,4,1,DCL003628,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D05
UCR003629,PCL003629,STG003629,deterministically_linked,Deterministic,5,1,DCL003629,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03 | D04
UCR003630,PCL003630,STG003630,deterministically_linked,Deterministic,7,1,DCL003630,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D05
UCR003631,PCL003631,STG003631,deterministically_linked,Deterministic,8,1,DCL003631,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D05
UCR003632,PCL003632,STG003632,deterministically_linked,Deterministic,4,1,DCL003632,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03
UCR003633,PCL003633,STG003633,deterministically_linked,Deterministic,6,1,DCL003633,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D04
UCR003634,PCL003634,STG003634,deterministically_linked,Deterministic,13,1,DCL003634,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D05 | D06 | D08
UCR003635,PCL003635,STG003635,deterministically_linked,Deterministic,3,1,DCL003635,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR003636,PCL003636,STG003636,deterministically_linked,Deterministic,2,1,DCL003636,2,CRM | ECOMMERCE,1.0,Exact deterministic-rule confidence,D07
UCR003637,PCL003637,STG003637,deterministically_linked,Deterministic,9,1,DCL003637,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03 | D08
UCR003638,PCL003638,STG003638,deterministically_linked,Deterministic,8,1,DCL003638,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR003639,PCL003639,STG003639,deterministically_linked,Deterministic,3,1,DCL003639,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D02
UCR003640,PCL003640,STG003640,deterministically_linked,Deterministic,12,1,DCL003640,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D08
UCR003641,PCL003641,STG003641,deterministically_linked,Deterministic,4,1,DCL003641,2,CRM | ECOMMERCE,1.0,Exact deterministic-rule confidence,D02
UCR003642,PCL003642,STG003642,deterministically_linked,Deterministic,5,1,DCL003642,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03 | D05
UCR003643,PCL003643,STG003643,deterministically_linked,Deterministic,4,1,DCL003643,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D02 | D03 | D05
UCR003644,PCL003644,STG003644,deterministically_linked,Deterministic,4,1,DCL003644,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03 | D08
UCR003645,PCL003645,STG003645,deterministically_linked,Deterministic,6,1,DCL003645,3,CRM | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03 | D06
UCR003646,PCL003646,STG003646,deterministically_linked,Deterministic,6,1,DCL003646,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D02
UCR003647,PCL003647,STG003647,deterministically_linked,Deterministic,2,1,DCL003647,2,CRM | ECOMMERCE,1.0,Exact deterministic-rule confidence,D03
UCR003648,PCL003648,STG003648,deterministically_linked,Deterministic,5,1,DCL003648,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR003649,PCL003649,STG003649,deterministically_linked,Deterministic,8,1,DCL003649,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D08
UCR003650,PCL003650,STG003650,deterministically_linked,Deterministic,2,1,DCL003650,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR003651,PCL003651,STG003651,deterministically_linked,Deterministic,6,1,DCL003651,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D05
UCR003652,PCL003652,STG003652,deterministically_linked,Deterministic,3,1,DCL003652,2,CRM | ONLINE,1.0,Exact deterministic-rule confidence,D02
UCR003653,PCL003653,STG003653,deterministically_linked,Deterministic,10,1,DCL003653,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03 | D06
UCR003654,PCL003654,STG003654,deterministically_linked,Deterministic,5,1,DCL003654,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D02 | D03
UCR003655,PCL003655,STG003655,deterministically_linked,Deterministic,2,1,DCL003655,2,CRM | ECOMMERCE,1.0,Exact deterministic-rule confidence,D06
UCR003656,PCL003656,STG003656,deterministically_linked,Deterministic,5,1,DCL003656,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D06
UCR003657,PCL003657,STG003657,deterministically_linked,Deterministic,6,1,DCL003657,3,CRM | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03
UCR003658,PCL003658,STG003658,deterministically_linked,Deterministic,9,1,DCL003658,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR003659,PCL003659,STG003659,deterministically_linked,Deterministic,6,1,DCL003659,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02
UCR003660,PCL003660,STG003660,deterministically_linked,Deterministic,7,1,DCL003660,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR003661,PCL003661,STG003661,probabilistically_linked,Hybrid,10,2,DCL003661 | DCL010660,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,0.9765,Minimum accepted probabilistic score,D02 | D03 | D04
UCR003662,PCL003662,STG003662,deterministically_linked,Deterministic,14,1,DCL003662,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D06
UCR003663,PCL003663,STG003663,deterministically_linked,Deterministic,6,1,DCL003663,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03
UCR003664,PCL003664,STG003664,deterministically_linked,Deterministic,14,1,DCL003664,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR003665,PCL003665,STG003665,deterministically_linked,Deterministic,4,1,DCL003665,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03
UCR003666,PCL003666,STG003666,deterministically_linked,Deterministic,6,1,DCL003666,3,CRM | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03
UCR003667,PCL003667,STG003667,deterministically_linked,Deterministic,5,1,DCL003667,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03
UCR003668,PCL003668,STG003668,deterministically_linked,Deterministic,6,1,DCL003668,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D02 | D03 | D05
UCR003669,PCL003669,STG003669,deterministically_linked,Deterministic,4,1,DCL003669,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D08
UCR003670,PCL003670,STG003670,deterministically_linked,Deterministic,15,1,DCL003670,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D08
UCR003671,PCL003671,STG003671,deterministically_linked,Deterministic,7,1,DCL003671,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03 | D06
UCR003672,PCL003672,STG003672,deterministically_linked,Deterministic,5,1,DCL003672,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D06
UCR003673,PCL003673,STG003673,deterministically_linked,Deterministic,9,1,DCL003673,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03
UCR003674,PCL003674,STG003674,deterministically_linked,Deterministic,6,1,DCL003674,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D06
UCR003675,PCL003675,STG003675,deterministically_linked,Deterministic,7,1,DCL003675,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03
UCR003676,PCL003676,STG003676,deterministically_linked,Deterministic,2,1,DCL003676,2,CRM | ECOMMERCE,1.0,Exact deterministic-rule confidence,D03
UCR003677,PCL003677,STG003677,deterministically_linked,Deterministic,4,1,DCL003677,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D02 | D03
UCR003678,PCL003678,STG003678,deterministically_linked,Deterministic,4,1,DCL003678,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03
UCR003679,PCL003679,STG003679,deterministically_linked,Deterministic,7,1,DCL003679,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03
UCR003680,PCL003680,STG003680,deterministically_linked,Deterministic,2,1,DCL003680,2,CRM | ECOMMERCE,1.0,Exact deterministic-rule confidence,D03
UCR003681,PCL003681,STG003681,deterministically_linked,Deterministic,6,1,DCL003681,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03
UCR003682,PCL003682,STG003682,deterministically_linked,Deterministic,4,1,DCL003682,3,CRM | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03
UCR003683,PCL003683,STG003683,deterministically_linked,Deterministic,4,1,DCL003683,2,CRM | ONLINE,1.0,Exact deterministic-rule confidence,D02
UCR003684,PCL003684,STG003684,deterministically_linked,Deterministic,2,1,DCL003684,1,CRM,1.0,Exact deterministic-rule confidence,D03
UCR003685,PCL003685,STG003685,deterministically_linked,Deterministic,6,1,DCL003685,2,CRM | SUPPORT,1.0,Exact deterministic-rule confidence,D03 | D06
UCR003686,PCL003686,STG003686,deterministically_linked,Deterministic,4,1,DCL003686,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03
UCR003687,PCL003687,STG003687,deterministically_linked,Deterministic,3,1,DCL003687,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D06 | D08
UCR003688,PCL003688,STG003688,deterministically_linked,Deterministic,10,1,DCL003688,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D06 | D08
UCR003689,PCL003689,STG003689,deterministically_linked,Deterministic,6,1,DCL003689,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03
UCR003690,PCL003690,STG003690,deterministically_linked,Deterministic,2,1,DCL003690,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR003691,PCL003691,STG003691,deterministically_linked,Deterministic,10,1,DCL003691,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03
UCR003692,PCL003692,STG003692,deterministically_linked,Deterministic,7,1,DCL003692,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR003693,PCL003693,STG003693,deterministically_linked,Deterministic,7,1,DCL003693,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR003694,PCL003694,STG003694,deterministically_linked,Deterministic,5,1,DCL003694,3,CRM | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D05
UCR003695,PCL003695,STG003695,deterministically_linked,Deterministic,4,1,DCL003695,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D06
UCR003696,PCL003696,STG003696,deterministically_linked,Deterministic,7,1,DCL003696,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02
UCR003697,PCL003697,STG003697,deterministically_linked,Deterministic,7,1,DCL003697,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03
UCR003698,PCL003698,STG003698,deterministically_linked,Deterministic,9,1,DCL003698,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR003699,PCL003699,STG003699,deterministically_linked,Deterministic,12,1,DCL003699,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR003700,PCL003700,STG003700,deterministically_linked,Deterministic,3,1,DCL003700,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D08
UCR003701,PCL003701,STG003701,deterministically_linked,Deterministic,7,1,DCL003701,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02
UCR003702,PCL003702,STG003702,unresolved_singleton,Unresolved,1,1,DCL003702,1,CRM,,,
UCR003703,PCL003703,STG003703,deterministically_linked,Deterministic,6,1,DCL003703,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D04 | D06
UCR003704,PCL003704,STG003704,deterministically_linked,Deterministic,6,1,DCL003704,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D04 | D06 | D08
UCR003705,PCL003705,STG003705,deterministically_linked,Deterministic,3,1,DCL003705,3,CRM | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03 | D08
UCR003706,PCL003706,STG003706,deterministically_linked,Deterministic,8,1,DCL003706,2,CRM | ONLINE,1.0,Exact deterministic-rule confidence,D02
UCR003707,PCL003707,STG003707,deterministically_linked,Deterministic,6,1,DCL003707,3,CRM | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03 | D06
UCR003708,PCL003708,STG003708,deterministically_linked,Deterministic,6,1,DCL003708,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03 | D04 | D08
UCR003709,PCL003709,STG003709,unresolved_singleton,Unresolved,1,1,DCL003709,1,CRM,,,
UCR003710,PCL003710,STG003710,deterministically_linked,Deterministic,13,1,DCL003710,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03 | D04
UCR003711,PCL003711,STG003711,deterministically_linked,Deterministic,9,1,DCL003711,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR003712,PCL003712,STG003712,deterministically_linked,Deterministic,13,1,DCL003712,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D05
UCR003713,PCL003713,STG003713,deterministically_linked,Deterministic,7,1,DCL003713,3,CRM | ECOMMERCE | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR003714,PCL003714,STG003714,deterministically_linked,Deterministic,8,1,DCL003714,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03 | D05
UCR003715,PCL003715,STG003715,deterministically_linked,Deterministic,9,1,DCL003715,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR003716,PCL003716,STG003716,deterministically_linked,Deterministic,4,1,DCL003716,2,CRM | SUPPORT,1.0,Exact deterministic-rule confidence,D03
UCR003717,PCL003717,STG003717,deterministically_linked,Deterministic,2,1,DCL003717,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR003718,PCL003718,STG003718,deterministically_linked,Deterministic,6,1,DCL003718,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03 | D08
UCR003719,PCL003719,STG003719,deterministically_linked,Deterministic,8,1,DCL003719,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D06
UCR003720,PCL003720,STG003720,deterministically_linked,Deterministic,8,1,DCL003720,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03
UCR003721,PCL003721,STG003721,deterministically_linked,Deterministic,10,1,DCL003721,3,CRM | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03 | D05
UCR003722,PCL003722,STG003722,deterministically_linked,Deterministic,12,1,DCL003722,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D06
UCR003723,PCL003723,STG003723,deterministically_linked,Deterministic,3,1,DCL003723,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR003724,PCL003724,STG003724,deterministically_linked,Deterministic,5,1,DCL003724,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03
UCR003725,PCL003725,STG003725,deterministically_linked,Deterministic,4,1,DCL003725,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03
UCR003726,PCL003726,STG003726,deterministically_linked,Deterministic,12,1,DCL003726,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D08
UCR003727,PCL003727,STG003727,deterministically_linked,Deterministic,3,1,DCL003727,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D05 | D08
UCR003728,PCL003728,STG003728,deterministically_linked,Deterministic,9,1,DCL003728,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR003729,PCL003729,STG003729,deterministically_linked,Deterministic,8,1,DCL003729,4,CRM | ECOMMERCE | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR003730,PCL003730,STG003730,deterministically_linked,Deterministic,5,1,DCL003730,3,CRM | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03
UCR003731,PCL003731,STG003731,deterministically_linked,Deterministic,8,1,DCL003731,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D08
UCR003732,PCL003732,STG003732,deterministically_linked,Deterministic,4,1,DCL003732,3,CRM | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03
UCR003733,PCL003733,STG003733,deterministically_linked,Deterministic,3,1,DCL003733,3,CRM | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03 | D08
UCR003734,PCL003734,STG003734,deterministically_linked,Deterministic,5,1,DCL003734,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D02 | D03 | D05
UCR003735,PCL003735,STG003735,deterministically_linked,Deterministic,4,1,DCL003735,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR003736,PCL003736,STG003736,deterministically_linked,Deterministic,2,1,DCL003736,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D08
UCR003737,PCL003737,STG003737,deterministically_linked,Deterministic,3,1,DCL003737,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR003738,PCL003738,STG003738,deterministically_linked,Deterministic,2,1,DCL003738,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR003739,PCL003739,STG003739,deterministically_linked,Deterministic,4,1,DCL003739,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D02 | D03
UCR003740,PCL003740,STG003740,deterministically_linked,Deterministic,9,1,DCL003740,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR003741,PCL003741,STG003741,deterministically_linked,Deterministic,13,1,DCL003741,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D06
UCR003742,PCL003742,STG003742,deterministically_linked,Deterministic,5,1,DCL003742,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D03
UCR003743,PCL003743,STG003743,deterministically_linked,Deterministic,2,1,DCL003743,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR003744,PCL003744,STG003744,deterministically_linked,Deterministic,8,1,DCL003744,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR003745,PCL003745,STG003745,deterministically_linked,Deterministic,5,1,DCL003745,3,CRM | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03 | D04 | D05 | D06
UCR003746,PCL003746,STG003746,deterministically_linked,Deterministic,2,1,DCL003746,2,CRM | ECOMMERCE,1.0,Exact deterministic-rule confidence,D04
UCR003747,PCL003747,STG003747,deterministically_linked,Deterministic,11,1,DCL003747,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03 | D05 | D06
UCR003748,PCL003748,STG003748,deterministically_linked,Deterministic,2,1,DCL003748,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR003749,PCL003749,STG003749,deterministically_linked,Deterministic,6,1,DCL003749,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D08
UCR003750,PCL003750,STG003750,deterministically_linked,Deterministic,4,1,DCL003750,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D04 | D08
UCR003751,PCL003751,STG003751,deterministically_linked,Deterministic,2,1,DCL003751,2,CRM | ECOMMERCE,1.0,Exact deterministic-rule confidence,D03
UCR003752,PCL003752,STG003752,deterministically_linked,Deterministic,6,1,DCL003752,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03
UCR003753,PCL003753,STG003753,deterministically_linked,Deterministic,8,1,DCL003753,3,CRM | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D02 | D03 | D08
UCR003754,PCL003754,STG003754,deterministically_linked,Deterministic,2,1,DCL003754,2,CRM | MARKETING,1.0,Exact deterministic-rule confidence,D03
UCR003755,PCL003755,STG003755,unresolved_singleton,Unresolved,1,1,DCL003755,1,CRM,,,
UCR003756,PCL003756,STG003756,deterministically_linked,Deterministic,8,1,DCL003756,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D02 | D03 | D06
UCR003757,PCL003757,STG003757,deterministically_linked,Deterministic,4,1,DCL003757,3,CRM | ECOMMERCE | MARKETING,1.0,Exact deterministic-rule confidence,D03 | D05
UCR003758,PCL003758,STG003758,deterministically_linked,Deterministic,5,1,DCL003758,4,CRM | ECOMMERCE | MARKETING | ONLINE,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR003759,PCL003759,STG003759,deterministically_linked,Deterministic,2,1,DCL003759,2,CRM | ONLINE,1.0,Exact deterministic-rule confidence,D02
UCR003760,PCL003760,STG003760,deterministically_linked,Deterministic,6,1,DCL003760,4,CRM | ECOMMERCE | MARKETING | SUPPORT,1.0,Exact deterministic-rule confidence,D03 | D06
UCR003761,PCL003761,STG003761,deterministically_linked,Deterministic,14,1,DCL003761,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03 | D05
UCR003762,PCL003762,STG003762,deterministically_linked,Deterministic,8,1,DCL003762,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D02 | D03
UCR003763,PCL003763,STG003763,deterministically_linked,Deterministic,5,1,DCL003763,3,CRM | ECOMMERCE | SUPPORT,1.0,Exact deterministic-rule confidence,D03 | D06
UCR003764,PCL003764,STG003764,deterministically_linked,Deterministic,6,1,DCL003764,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D06
UCR003765,PCL003765,STG003765,deterministically_linked,Deterministic,11,1,DCL003765,5,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,1.0,Exact deterministic-rule confidence,D01 | D03 | D06
