ground_truth_id,portal_user_id
GT003312,USR002796
GT001279,USR002797
GT001802,USR002798
GT009941,USR002799
GT002172,USR002800
GT004624,USR002801
GT000685,USR002802
GT007204,USR002803
GT004734,USR002804
GT005549,USR002805
GT002804,USR002806
GT003700,USR002807
GT005619,USR002808
GT008197,USR002809
GT002373,USR002810
GT009465,USR002811
GT005437,USR002812
GT009767,USR002813
GT005198,USR002814
GT000509,USR002815
GT002940,USR002816
GT007619,USR002817
GT005106,USR002818
GT000394,USR002819
GT006797,USR002820
GT001854,USR002821
GT001207,USR002822
GT007966,USR002823
GT008507,USR002824
GT006787,USR002825
GT009877,USR002826
GT002108,USR002827
GT000093,USR002828
GT001024,USR002829
GT005567,USR002830
GT009144,USR002831
GT009251,USR002832
GT000709,USR002833
GT006409,USR002834
GT002618,USR002835
GT000622,USR002836
GT002729,USR002837
GT000941,USR002838
GT008428,USR002839
GT008809,USR002840
GT004906,USR002841
GT001915,USR002842
GT000582,USR002843
GT003570,USR002844
GT002824,USR002845
GT001131,USR002846
GT004174,USR002847
GT001008,USR002848
GT009780,USR002849
GT004977,USR002850
GT002429,USR002851
GT002803,USR002852
GT007433,USR002853
GT001645,USR002854
GT009487,USR002855
GT008548,USR002856
GT006195,USR002857
GT006362,USR002858
GT006529,USR002859
GT005795,USR002860
GT004478,USR002861
GT008797,USR002862
GT007534,USR002863
GT005957,USR002864
GT007650,USR002865
GT003854,USR002866
GT005243,USR002867
GT004685,USR002868
GT005230,USR002869
GT003138,USR002870
GT002269,USR002871
GT004894,USR002872
GT000194,USR002873
GT000578,USR002874
GT001270,USR002875
GT002378,USR002876
GT000356,USR002877
GT007134,USR002878
GT000760,USR002879
GT000580,USR002880
GT001468,USR002881
GT003744,USR002882
GT005491,USR002883
GT002560,USR002884
GT006723,USR002885
GT007781,USR002886
GT002846,USR002887
GT009191,USR002888
GT004512,USR002889
GT003980,USR002890
GT002419,USR002891
GT000801,USR002892
GT002451,USR002893
GT005643,USR002894
GT006788,USR002895
GT003929,USR002896
GT004815,USR002897
GT009375,USR002898
GT004497,USR002899
GT008316,USR002900
GT002720,USR002901
GT000341,USR002902
GT006758,USR002903
GT003629,USR002904
GT008556,USR002905
GT008574,USR002906
GT004100,USR002907
GT005396,USR002908
GT009947,USR002909
GT007557,USR002910
GT007816,USR002911
GT004406,USR002912
GT000417,USR002913
GT002444,USR002914
GT000269,USR002915
GT007804,USR002916
GT006035,USR002917
GT000184,USR002918
GT007070,USR002919
GT003294,USR002920
GT002279,USR002921
GT005095,USR002922
GT009595,USR002923
GT005568,USR002924
GT007168,USR002925
GT009543,USR002926
GT005185,USR002927
GT001268,USR002928
GT005984,USR002929
GT002562,USR002930
GT002293,USR002931
GT009685,USR002932
GT007202,USR002933
GT000199,USR002934
GT001109,USR002935
GT005176,USR002936
GT006265,USR002937
GT002150,USR002938
GT009917,USR002939
GT000490,USR002940
GT005282,USR002941
GT006019,USR002942
GT008131,USR002943
GT008462,USR002944
GT007093,USR002945
GT000464,USR002946
GT001589,USR002947
GT007051,USR002948
GT001895,USR002949
GT003739,USR002950
GT009435,USR002951
GT001234,USR002952
GT000039,USR002953
GT008583,USR002954
GT002145,USR002955
GT002521,USR002956
GT009559,USR002957
GT001838,USR002958
GT003414,USR002959
GT007315,USR002960
GT002001,USR002961
GT007659,USR002962
GT003214,USR002963
GT006156,USR002964
GT007645,USR002965
GT003615,USR002966
GT005097,USR002967
GT005858,USR002968
GT008106,USR002969
GT007899,USR002970
GT009770,USR002971
GT000016,USR002972
GT000115,USR002973
GT002056,USR002974
GT000220,USR002975
GT000136,USR002976
GT002611,USR002977
GT001108,USR002978
GT003859,USR002979
GT001965,USR002980
GT005186,USR002981
GT006708,USR002982
GT005021,USR002983
GT006169,USR002984
GT002446,USR002985
GT000399,USR002986
GT007237,USR002987
GT008848,USR002988
GT009733,USR002989
GT004377,USR002990
GT001808,USR002991
GT003245,USR002992
GT000324,USR002993
GT004000,USR002994
GT000381,USR002995
GT005723,USR002996
GT008483,USR002997
GT003603,USR002998
GT003069,USR002999
GT008494,USR003000
GT007488,USR003001
GT008229,USR003002
GT005027,USR003003
GT009669,USR003004
GT007849,USR003005
GT003282,USR003006
GT007626,USR003007
GT003713,USR003008
GT004095,USR003009
GT006622,USR003010
GT008846,USR003011
GT001584,USR003012
GT002893,USR003013
GT003737,USR003014
GT008565,USR003015
GT001740,USR003016
GT007729,USR003017
GT007333,USR003018
GT003970,USR003019
GT002113,USR003020
GT009262,USR003021
GT006310,USR003022
GT009462,USR003023
GT000041,USR003024
GT003304,USR003025
GT005474,USR003026
GT009471,USR003027
GT005368,USR003028
GT008277,USR003029
GT001373,USR003030
GT002138,USR003031
GT006176,USR003032
GT006604,USR003033
GT004912,USR003034
GT009041,USR003035
GT009990,USR003036
GT009983,USR003037
GT001399,USR003038
GT003667,USR003039
GT003476,USR003040
GT006010,USR003041
GT002372,USR003042
GT005214,USR003043
GT006482,USR003044
GT006956,USR003045
GT008040,USR003046
GT000061,USR003047
GT009186,USR003048
GT002350,USR003049
GT004529,USR003050
GT004878,USR003051
GT007401,USR003052
GT007165,USR003053
GT002780,USR003054
GT007167,USR003055
GT005794,USR003056
GT000040,USR003057
GT006333,USR003058
GT000548,USR003059
GT005905,USR003060
GT001218,USR003061
GT000894,USR003062
GT008615,USR003063
GT002342,USR003064
GT000920,USR003065
GT009756,USR003066
GT006636,USR003067
GT006100,USR003068
GT004260,USR003069
GT003876,USR003070
GT007443,USR003071
GT000201,USR003072
GT009579,USR003073
GT002063,USR003074
GT004159,USR003075
GT006618,USR003076
GT002351,USR003077
GT005963,USR003078
GT006749,USR003079
GT008784,USR003080
GT008637,USR003081
GT004666,USR003082
GT009626,USR003083
GT003981,USR003084
GT008658,USR003085
GT008124,USR003086
GT009982,USR003087
GT006966,USR003088
GT005966,USR003089
GT008198,USR003090
GT008095,USR003091
GT000014,USR003092
GT001749,USR003093
GT001714,USR003094
GT006726,USR003095
GT005448,USR003096
GT002936,USR003097
GT009362,USR003098
GT006515,USR003099
GT000319,USR003100
GT004826,USR003101
GT002927,USR003102
GT004778,USR003103
GT009650,USR003104
GT002708,USR003105
GT006139,USR003106
GT005501,USR003107
GT000339,USR003108
GT002510,USR003109
GT009888,USR003110
GT001301,USR003111
GT007392,USR003112
GT002026,USR003113
GT000256,USR003114
GT000736,USR003115
GT002332,USR003116
GT006815,USR003117
GT004123,USR003118
GT003672,USR003119
GT002530,USR003120
GT002974,USR003121
GT006887,USR003122
GT008596,USR003123
GT005042,USR003124
GT005488,USR003125
GT006599,USR003126
GT006642,USR003127
GT007015,USR003128
GT004617,USR003129
GT001554,USR003130
GT003821,USR003131
GT005799,USR003132
GT004147,USR003133
GT005416,USR003134
GT000032,USR003135
GT006320,USR003136
GT007958,USR003137
GT007472,USR003138
GT002616,USR003139
GT002664,USR003140
GT008553,USR003141
GT004510,USR003142
GT005196,USR003143
GT001641,USR003144
GT000868,USR003145
GT004417,USR003146
GT009073,USR003147
GT004703,USR003148
GT002693,USR003149
GT005244,USR003150
GT001314,USR003151
GT000922,USR003152
GT003610,USR003153
GT005092,USR003154
GT008353,USR003155
GT003300,USR003156
GT008726,USR003157
GT009758,USR003158
GT004334,USR003159
GT005048,USR003160
GT007341,USR003161
GT000762,USR003162
GT004242,USR003163
GT009054,USR003164
GT009750,USR003165
GT008084,USR003166
GT000282,USR003167
GT000031,USR003168
GT007892,USR003169
GT001120,USR003170
GT006766,USR003171
GT009059,USR003172
GT006025,USR003173
GT009348,USR003174
GT007691,USR003175
GT002309,USR003176
GT002084,USR003177
GT000452,USR003178
GT000503,USR003179
GT006271,USR003180
GT003218,USR003181
GT000683,USR003182
GT006519,USR003183
GT001501,USR003184
GT000152,USR003185
GT008251,USR003186
GT000225,USR003187
GT007417,USR003188
GT002517,USR003189
GT007511,USR003190
GT007309,USR003191
GT000977,USR003192
GT006401,USR003193
GT008015,USR003194
GT008171,USR003195
GT007933,USR003196
GT004150,USR003197
GT009458,USR003198
GT008716,USR003199
GT007841,USR003200
GT003478,USR003201
GT004353,USR003202
GT006126,USR003203
GT006953,USR003204
GT002820,USR003205
GT000218,USR003206
GT006386,USR003207
GT001252,USR003208
GT008512,USR003209
GT006301,USR003210
GT001439,USR003211
GT002831,USR003212
GT004975,USR003213
GT009358,USR003214
GT007685,USR003215
GT005438,USR003216
GT009976,USR003217
GT008878,USR003218
GT002829,USR003219
GT002104,USR003220
GT005259,USR003221
GT002230,USR003222
GT002122,USR003223
GT002944,USR003224
GT007609,USR003225
GT009318,USR003226
GT007741,USR003227
GT006487,USR003228
GT006915,USR003229
GT006421,USR003230
GT006936,USR003231
GT004772,USR003232
GT002135,USR003233
GT008440,USR003234
GT006649,USR003235
GT000083,USR003236
GT007269,USR003237
GT003311,USR003238
GT007863,USR003239
GT008609,USR003240
GT008575,USR003241
GT007844,USR003242
GT005426,USR003243
GT006308,USR003244
GT002961,USR003245
GT008857,USR003246
GT009950,USR003247
GT008741,USR003248
GT001444,USR003249
GT008983,USR003250
GT009445,USR003251
GT003614,USR003252
GT008120,USR003253
GT001119,USR003254
GT005651,USR003255
GT000259,USR003256
GT008346,USR003257
GT002862,USR003258
GT007293,USR003259
GT005443,USR003260
GT000322,USR003261
GT003521,USR003262
GT006204,USR003263
GT005613,USR003264
GT005122,USR003265
GT002741,USR003266
GT002534,USR003267
GT002705,USR003268
GT006328,USR003269
GT007226,USR003270
GT003954,USR003271
GT006886,USR003272
GT000066,USR003273
GT001017,USR003274
GT007177,USR003275
GT001642,USR003276
GT007379,USR003277
GT005598,USR003278
GT007426,USR003279
GT004360,USR003280
GT003104,USR003281
GT002404,USR003282
GT003878,USR003283
GT003622,USR003284
GT008402,USR003285
GT001488,USR003286
GT006243,USR003287
GT008209,USR003288
GT004444,USR003289
GT007752,USR003290
GT004843,USR003291
GT008571,USR003292
GT002888,USR003293
GT007937,USR003294
GT004731,USR003295
GT009567,USR003296
GT009600,USR003297
GT004688,USR003298
GT007028,USR003299
GT002044,USR003300
GT000012,USR003301
GT000400,USR003302
GT001874,USR003303
GT005707,USR003304
GT000191,USR003305
GT003135,USR003306
GT001377,USR003307
GT001823,USR003308
GT004733,USR003309
GT009582,USR003310
GT009899,USR003311
GT005854,USR003312
GT009326,USR003313
GT008969,USR003314
GT006375,USR003315
GT006511,USR003316
GT000321,USR003317
GT005594,USR003318
GT005356,USR003319
GT003151,USR003320
GT007590,USR003321
GT006124,USR003322
GT005490,USR003323
GT007770,USR003324
GT007555,USR003325
GT003453,USR003326
GT005907,USR003327
GT009830,USR003328
GT002737,USR003329
GT009256,USR003330
GT000880,USR003331
GT008329,USR003332
GT008255,USR003333
GT001610,USR003334
GT000970,USR003335
GT006107,USR003336
GT000839,USR003337
GT009815,USR003338
GT004367,USR003339
GT002566,USR003340
GT007696,USR003341
GT008855,USR003342
GT008265,USR003343
GT009248,USR003344
GT006888,USR003345
GT008170,USR003346
GT000725,USR003347
GT006242,USR003348
GT004866,USR003349
GT001496,USR003350
GT003366,USR003351
GT000413,USR003352
GT004742,USR003353
GT005452,USR003354
GT003788,USR003355
GT008536,USR003356
GT001052,USR003357
GT003286,USR003358
GT004396,USR003359
GT005793,USR003360
GT000846,USR003361
GT002587,USR003362
GT004591,USR003363
GT002610,USR003364
GT006539,USR003365
GT009674,USR003366
GT006214,USR003367
GT003314,USR003368
GT003777,USR003369
GT000877,USR003370
GT006647,USR003371
GT002963,USR003372
GT002124,USR003373
GT009355,USR003374
GT001029,USR003375
GT004676,USR003376
GT004686,USR003377
GT004430,USR003378
GT000518,USR003379
GT008694,USR003380
GT008672,USR003381
GT001047,USR003382
GT008657,USR003383
GT009421,USR003384
GT009046,USR003385
GT008242,USR003386
GT001429,USR003387
GT006374,USR003388
GT006106,USR003389
GT004885,USR003390
GT009563,USR003391
GT004185,USR003392
GT007755,USR003393
GT007456,USR003394
GT002057,USR003395
GT006004,USR003396
GT005695,USR003397
GT003565,USR003398
GT001256,USR003399
GT006780,USR003400
GT003534,USR003401
GT003118,USR003402
GT008314,USR003403
GT008338,USR003404
GT008736,USR003405
GT008611,USR003406
GT004788,USR003407
GT006465,USR003408
GT001273,USR003409
GT009311,USR003410
GT007148,USR003411
GT004023,USR003412
GT001986,USR003413
GT005318,USR003414
GT001803,USR003415
GT004574,USR003416
GT000624,USR003417
GT009886,USR003418
GT004500,USR003419
GT006231,USR003420
GT002692,USR003421
GT003122,USR003422
GT008294,USR003423
GT000933,USR003424
GT004575,USR003425
GT003510,USR003426
GT005050,USR003427
GT007250,USR003428
GT002073,USR003429
GT002015,USR003430
GT002017,USR003431
GT003394,USR003432
GT006029,USR003433
GT004292,USR003434
GT000340,USR003435
GT006330,USR003436
GT008820,USR003437
GT009714,USR003438
GT008841,USR003439
GT007055,USR003440
GT008530,USR003441
GT008675,USR003442
GT003357,USR003443
GT003627,USR003444
GT002951,USR003445
GT009015,USR003446
GT002519,USR003447
GT001685,USR003448
GT004978,USR003449
GT005593,USR003450
GT001840,USR003451
GT009778,USR003452
GT001115,USR003453
GT001869,USR003454
GT008778,USR003455
GT004022,USR003456
GT004911,USR003457
GT001800,USR003458
GT003888,USR003459
GT009173,USR003460
GT009741,USR003461
GT007234,USR003462
GT009239,USR003463
GT007122,USR003464
GT000963,USR003465
GT006818,USR003466
GT004464,USR003467
GT007242,USR003468
GT003233,USR003469
GT005272,USR003470
GT002926,USR003471
GT009686,USR003472
GT006833,USR003473
GT007300,USR003474
GT004387,USR003475
GT000507,USR003476
GT000120,USR003477
GT001695,USR003478
GT007019,USR003479
GT007723,USR003480
GT000446,USR003481
GT004013,USR003482
GT003730,USR003483
GT002030,USR003484
GT006031,USR003485
GT007761,USR003486
GT004397,USR003487
GT008856,USR003488
GT006831,USR003489
GT000570,USR003490
GT000268,USR003491
GT004016,USR003492
GT000756,USR003493
GT004415,USR003494
GT000287,USR003495
GT008282,USR003496
GT006840,USR003497
GT006369,USR003498
GT008864,USR003499
GT006778,USR003500
GT005499,USR003501
GT006609,USR003502
GT007050,USR003503
GT005703,USR003504
GT004107,USR003505
GT006343,USR003506
GT008199,USR003507
GT004258,USR003508
GT001737,USR003509
GT006996,USR003510
GT007985,USR003511
GT003946,USR003512
GT003109,USR003513
GT007624,USR003514
GT008497,USR003515
GT008884,USR003516
GT004540,USR003517
GT007079,USR003518
GT008821,USR003519
GT002483,USR003520
GT005420,USR003521
GT009955,USR003522
GT009293,USR003523
GT006744,USR003524
GT000564,USR003525
GT004091,USR003526
GT003350,USR003527
GT004880,USR003528
GT006390,USR003529
GT001774,USR003530
GT006405,USR003531
GT007423,USR003532
GT005110,USR003533
GT001597,USR003534
GT007281,USR003535
GT000146,USR003536
GT007294,USR003537
GT003000,USR003538
GT008094,USR003539
GT001779,USR003540
GT003036,USR003541
GT003056,USR003542
GT000661,USR003543
GT004474,USR003544
GT005866,USR003545
GT001393,USR003546
GT000982,USR003547
GT004940,USR003548
GT003630,USR003549
GT005645,USR003550
GT002164,USR003551
GT007520,USR003552
GT001432,USR003553
GT005926,USR003554
GT003709,USR003555
GT008914,USR003556
GT007126,USR003557
GT008838,USR003558
GT003455,USR003559
GT003661,USR003560
GT007501,USR003561
GT005660,USR003562
GT007544,USR003563
GT000940,USR003564
GT003176,USR003565
GT002392,USR003566
GT001485,USR003567
GT003071,USR003568
GT006850,USR003569
GT005126,USR003570
GT003792,USR003571
GT000567,USR003572
GT006588,USR003573
GT008786,USR003574
GT008186,USR003575
GT006756,USR003576
GT002569,USR003577
GT006459,USR003578
GT002040,USR003579
GT001873,USR003580
GT000830,USR003581
GT006931,USR003582
GT004228,USR003583
GT001302,USR003584
GT002010,USR003585
GT003941,USR003586
GT005054,USR003587
GT002065,USR003588
GT007936,USR003589
GT001947,USR003590
GT003755,USR003591
GT000614,USR003592
GT003809,USR003593
GT006982,USR003594
GT000610,USR003595
GT000820,USR003596
GT000517,USR003597
GT001013,USR003598
GT009743,USR003599
GT001199,USR003600
GT003257,USR003601
GT004758,USR003602
GT005205,USR003603
GT008887,USR003604
GT007709,USR003605
GT000576,USR003606
GT005945,USR003607
GT005736,USR003608
GT006616,USR003609
GT005037,USR003610
GT009168,USR003611
GT004835,USR003612
GT000177,USR003613
GT007329,USR003614
GT007096,USR003615
GT007384,USR003616
GT008071,USR003617
GT002922,USR003618
GT009193,USR003619
GT007518,USR003620
GT006273,USR003621
GT006275,USR003622
GT009895,USR003623
GT008572,USR003624
GT007908,USR003625
GT005770,USR003626
GT006601,USR003627
GT009131,USR003628
GT001451,USR003629
GT007598,USR003630
GT008707,USR003631
GT005697,USR003632
GT008998,USR003633
GT003475,USR003634
GT008687,USR003635
GT007982,USR003636
GT002301,USR003637
GT003533,USR003638
GT009994,USR003639
GT006689,USR003640
GT004918,USR003641
GT005264,USR003642
GT004323,USR003643
GT008883,USR003644
GT007420,USR003645
GT005389,USR003646
GT005004,USR003647
GT007839,USR003648
GT001402,USR003649
GT006939,USR003650
GT001074,USR003651
GT008917,USR003652
GT008161,USR003653
GT001744,USR003654
GT007081,USR003655
GT004504,USR003656
GT003344,USR003657
GT000541,USR003658
GT008643,USR003659
GT007521,USR003660
GT008258,USR003661
GT002078,USR003662
GT006036,USR003663
GT005459,USR003664
GT009608,USR003665
GT001576,USR003666
GT000825,USR003667
GT008659,USR003668
GT008088,USR003669
GT004394,USR003670
GT001887,USR003671
GT008484,USR003672
GT001458,USR003673
GT000060,USR003674
GT008725,USR003675
GT006799,USR003676
GT001261,USR003677
GT004794,USR003678
GT006355,USR003679
GT004144,USR003680
GT006944,USR003681
GT002250,USR003682
GT007821,USR003683
GT009198,USR003684
GT002411,USR003685
GT007406,USR003686
GT005798,USR003687
GT007071,USR003688
GT001907,USR003689
GT004468,USR003690
GT002212,USR003691
GT007836,USR003692
GT001962,USR003693
GT004384,USR003694
GT008541,USR003695
GT005995,USR003696
GT002977,USR003697
GT005868,USR003698
GT006704,USR003699
GT002486,USR003700
GT009953,USR003701
GT003409,USR003702
GT008196,USR003703
GT004008,USR003704
GT002333,USR003705
GT000557,USR003706
GT004310,USR003707
GT002114,USR003708
GT005777,USR003709
GT000142,USR003710
GT000670,USR003711
GT007786,USR003712
GT008204,USR003713
GT007398,USR003714
GT004521,USR003715
GT007231,USR003716
GT006066,USR003717
GT000109,USR003718
GT000100,USR003719
GT000668,USR003720
GT000823,USR003721
GT007358,USR003722
GT001245,USR003723
GT006710,USR003724
GT003384,USR003725
GT007041,USR003726
GT002098,USR003727
GT005147,USR003728
GT006525,USR003729
GT003463,USR003730
GT007859,USR003731
GT003090,USR003732
GT004813,USR003733
GT000979,USR003734
GT008465,USR003735
GT005168,USR003736
GT005755,USR003737
GT006115,USR003738
GT003248,USR003739
GT009010,USR003740
GT009860,USR003741
GT002180,USR003742
GT000717,USR003743
GT004329,USR003744
GT007788,USR003745
GT007170,USR003746
GT000189,USR003747
GT004595,USR003748
GT006254,USR003749
GT005722,USR003750
GT008300,USR003751
GT004009,USR003752
GT009028,USR003753
GT004214,USR003754
GT005069,USR003755
GT004230,USR003756
GT007707,USR003757
GT003617,USR003758
GT000038,USR003759
GT007193,USR003760
GT002995,USR003761
GT007934,USR003762
GT005735,USR003763
GT005175,USR003764
GT002022,USR003765
GT004854,USR003766
GT004438,USR003767
GT007460,USR003768
GT009090,USR003769
GT000224,USR003770
GT006987,USR003771
GT006632,USR003772
GT005381,USR003773
GT005109,USR003774
GT004177,USR003775
GT001795,USR003776
GT002109,USR003777
GT006455,USR003778
GT004152,USR003779
GT006133,USR003780
GT001794,USR003781
GT000747,USR003782
GT000623,USR003783
GT002173,USR003784
GT008035,USR003785
GT001970,USR003786
GT009730,USR003787
GT009792,USR003788
GT008738,USR003789
GT003123,USR003790
GT006694,USR003791
GT006357,USR003792
GT001372,USR003793
GT003952,USR003794
GT009416,USR003795
GT009444,USR003796
GT005935,USR003797
GT000752,USR003798
GT008931,USR003799
GT009523,USR003800
GT002253,USR003801
GT001599,USR003802
GT000951,USR003803
GT009449,USR003804
GT008614,USR003805
GT005019,USR003806
GT007389,USR003807
GT004301,USR003808
GT003075,USR003809
GT004267,USR003810
GT002501,USR003811
GT008436,USR003812
GT004345,USR003813
GT006247,USR003814
GT005555,USR003815
GT000879,USR003816
GT008383,USR003817
GT001964,USR003818
GT010000,USR003819
GT000054,USR003820
GT002256,USR003821
GT009531,USR003822
GT009703,USR003823
GT009407,USR003824
GT003425,USR003825
GT000773,USR003826
GT001335,USR003827
GT007799,USR003828
GT006811,USR003829
GT005837,USR003830
GT002919,USR003831
GT006441,USR003832
GT001590,USR003833
GT007345,USR003834
GT009448,USR003835
GT009455,USR003836
GT004634,USR003837
GT000808,USR003838
GT008683,USR003839
GT003292,USR003840
GT003290,USR003841
GT005149,USR003842
GT009202,USR003843
GT009524,USR003844
GT007891,USR003845
GT009264,USR003846
GT006150,USR003847
GT004865,USR003848
GT000792,USR003849
GT006842,USR003850
GT004182,USR003851
GT002673,USR003852
GT005808,USR003853
GT009578,USR003854
GT000422,USR003855
GT002731,USR003856
GT003765,USR003857
GT009200,USR003858
GT000445,USR003859
GT000620,USR003860
GT006505,USR003861
GT004212,USR003862
GT004239,USR003863
GT000766,USR003864
GT000178,USR003865
GT002166,USR003866
GT003556,USR003867
GT007475,USR003868
GT007083,USR003869
GT004094,USR003870
GT004338,USR003871
GT006286,USR003872
GT006889,USR003873
GT008344,USR003874
GT007744,USR003875
GT008123,USR003876
GT004106,USR003877
GT001487,USR003878
GT005258,USR003879
GT006621,USR003880
GT004073,USR003881
GT003002,USR003882
GT008750,USR003883
GT006341,USR003884
GT003758,USR003885
GT003287,USR003886
GT003235,USR003887
GT003001,USR003888
GT001410,USR003889
GT009705,USR003890
GT006841,USR003891
GT003653,USR003892
GT009532,USR003893
GT007890,USR003894
GT008343,USR003895
GT004612,USR003896
GT003517,USR003897
GT000065,USR003898
GT007194,USR003899
GT002584,USR003900
GT002988,USR003901
GT007422,USR003902
GT002343,USR003903
GT009924,USR003904
GT004764,USR003905
GT003733,USR003906
GT001520,USR003907
GT008673,USR003908
GT005359,USR003909
GT004834,USR003910
GT003441,USR003911
GT005060,USR003912
GT001280,USR003913
GT002688,USR003914
GT003131,USR003915
GT002174,USR003916
GT004821,USR003917
GT005646,USR003918
GT000278,USR003919
GT009660,USR003920
GT007760,USR003921
GT003906,USR003922
GT009027,USR003923
GT005861,USR003924
GT004254,USR003925
GT003939,USR003926
GT009588,USR003927
GT003079,USR003928
GT001201,USR003929
GT007212,USR003930
GT004663,USR003931
GT009702,USR003932
GT001415,USR003933
GT009232,USR003934
GT007616,USR003935
GT009391,USR003936
GT006819,USR003937
GT003459,USR003938
GT000248,USR003939
GT006938,USR003940
GT008586,USR003941
GT009247,USR003942
GT002064,USR003943
GT008026,USR003944
GT004003,USR003945
GT001710,USR003946
GT002712,USR003947
GT002763,USR003948
GT003812,USR003949
GT003419,USR003950
GT008358,USR003951
GT002027,USR003952
GT000501,USR003953
GT009615,USR003954
GT000418,USR003955
GT002962,USR003956
GT006779,USR003957
GT008427,USR003958
GT003466,USR003959
GT004718,USR003960
GT000050,USR003961
GT005436,USR003962
GT001507,USR003963
GT003816,USR003964
GT000927,USR003965
GT008980,USR003966
GT000313,USR003967
GT005956,USR003968
GT001320,USR003969
GT006449,USR003970
GT005277,USR003971
GT003814,USR003972
GT009283,USR003973
GT001321,USR003974
GT007535,USR003975
GT003166,USR003976
GT009695,USR003977
GT007008,USR003978
GT005545,USR003979
GT005870,USR003980
GT000272,USR003981
GT004883,USR003982
GT000289,USR003983
GT005590,USR003984
GT001431,USR003985
GT003420,USR003986
GT006479,USR003987
GT005203,USR003988
GT002235,USR003989
GT002574,USR003990
GT000824,USR003991
GT004278,USR003992
GT005871,USR003993
GT008441,USR003994
GT003585,USR003995
GT005160,USR003996
GT009754,USR003997
GT000435,USR003998
GT001162,USR003999
GT006468,USR004000
GT003997,USR004001
GT001271,USR004002
GT002711,USR004003
GT009063,USR004004
GT003862,USR004005
GT000810,USR004006
GT000354,USR004007
GT002171,USR004008
GT007633,USR004009
GT008862,USR004010
GT000046,USR004011
GT001949,USR004012
GT006489,USR004013
GT006673,USR004014
GT003156,USR004015
GT005760,USR004016
GT002276,USR004017
GT009367,USR004018
GT007941,USR004019
GT008132,USR004020
GT006091,USR004021
GT003616,USR004022
GT000529,USR004023
GT002532,USR004024
GT001237,USR004025
GT009894,USR004026
GT006676,USR004027
GT008435,USR004028
GT006957,USR004029
GT008289,USR004030
GT005182,USR004031
GT002730,USR004032
GT007029,USR004033
GT004084,USR004034
GT008816,USR004035
GT002619,USR004036
GT000786,USR004037
GT000666,USR004038
GT002307,USR004039
GT000357,USR004040
GT003594,USR004041
GT007930,USR004042
GT004840,USR004043
GT008805,USR004044
GT005201,USR004045
GT000995,USR004046
GT004004,USR004047
GT002813,USR004048
GT008460,USR004049
GT004426,USR004050
GT001939,USR004051
GT000257,USR004052
GT004845,USR004053
GT004773,USR004054
GT003204,USR004055
GT002437,USR004056
GT008831,USR004057
GT003113,USR004058
GT008327,USR004059
GT004907,USR004060
GT005473,USR004061
GT002218,USR004062
GT007454,USR004063
GT007881,USR004064
GT005271,USR004065
GT009907,USR004066
GT006517,USR004067
GT005395,USR004068
GT003195,USR004069
GT003576,USR004070
GT003611,USR004071
GT001163,USR004072
GT002848,USR004073
GT001659,USR004074
GT009915,USR004075
GT007911,USR004076
GT008437,USR004077
GT005137,USR004078
GT006005,USR004079
GT004660,USR004080
GT007968,USR004081
GT005148,USR004082
GT007613,USR004083
GT007199,USR004084
GT008564,USR004085
GT006292,USR004086
GT002329,USR004087
GT003250,USR004088
GT009366,USR004089
GT000438,USR004090
GT007569,USR004091
GT001027,USR004092
GT005752,USR004093
GT007185,USR004094
GT009478,USR004095
GT007652,USR004096
GT009735,USR004097
GT000779,USR004098
GT001654,USR004099
GT004851,USR004100
GT009356,USR004101
GT004122,USR004102
GT007846,USR004103
GT009146,USR004104
GT008309,USR004105
GT002385,USR004106
GT005303,USR004107
GT001752,USR004108
GT002702,USR004109
GT001911,USR004110
GT003564,USR004111
GT007674,USR004112
GT000196,USR004113
GT009584,USR004114
GT006163,USR004115
GT006970,USR004116
GT000713,USR004117
GT004921,USR004118
GT007344,USR004119
GT006990,USR004120
GT001953,USR004121
GT008456,USR004122
GT005830,USR004123
GT001668,USR004124
GT006925,USR004125
GT007072,USR004126
GT002448,USR004127
GT003840,USR004128
GT008330,USR004129
GT007444,USR004130
GT008041,USR004131
GT006798,USR004132
GT005252,USR004133
GT000266,USR004134
GT008951,USR004135
GT001460,USR004136
GT007244,USR004137
GT008034,USR004138
GT004195,USR004139
GT002499,USR004140
GT007895,USR004141
GT007979,USR004142
GT003379,USR004143
GT009878,USR004144
GT004476,USR004145
GT005668,USR004146
GT007161,USR004147
GT007249,USR004148
GT000674,USR004149
GT001881,USR004150
GT007543,USR004151
GT009354,USR004152
GT009939,USR004153
GT009581,USR004154
GT005332,USR004155
GT007320,USR004156
GT005104,USR004157
GT001198,USR004158
GT000329,USR004159
GT001064,USR004160
GT005774,USR004161
GT008416,USR004162
GT008357,USR004163
GT002436,USR004164
GT001419,USR004165
GT002790,USR004166
GT008023,USR004167
GT003424,USR004168
GT005374,USR004169
GT003192,USR004170
GT004493,USR004171
GT005672,USR004172
GT005574,USR004173
GT009072,USR004174
GT002838,USR004175
GT003620,USR004176
GT009634,USR004177
GT008971,USR004178
GT002455,USR004179
GT001500,USR004180
GT008868,USR004181
GT000662,USR004182
GT005145,USR004183
GT000996,USR004184
GT006372,USR004185
GT004209,USR004186
GT005687,USR004187
GT002602,USR004188
GT004157,USR004189
GT008645,USR004190
GT009560,USR004191
GT008909,USR004192
GT006458,USR004193
