support_ticket_id,ground_truth_id,customer_segment,customer_age,intended_issue_category,contact_channel,issue_category,dq_name_typo,dq_email_typo,dq_phone_error,dq_missing_email,dq_missing_phone,dq_incorrect_issue_category
SUP003012,GT006199,New,46,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003013,GT009142,Regular,37,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003014,GT009851,Regular,67,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003015,GT009135,Occasional,50,Complaint,Phone,Complaint,False,False,False,True,False,False
SUP003016,GT005615,Occasional,31,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003017,GT002031,Occasional,74,Accessibility,Email,Accessibility,False,False,False,False,True,False
SUP003018,GT004636,Regular,41,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003019,GT007030,New,29,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003020,GT003279,Regular,47,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003021,GT004095,Occasional,50,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003022,GT007567,Occasional,23,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003023,GT008822,New,31,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003024,GT009209,New,69,Accessibility,Phone,Enquiry,False,True,False,False,False,True
SUP003025,GT003249,Occasional,83,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003026,GT005344,VIP,42,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP003027,GT002796,Occasional,77,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003028,GT000181,Occasional,48,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003029,GT001752,Occasional,43,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003030,GT000729,Occasional,76,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP003031,GT005717,Regular,54,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003032,GT000436,Occasional,32,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003033,GT008178,Occasional,24,Complaint,Phone,Complaint,False,False,True,False,False,False
SUP003034,GT008415,Regular,39,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003035,GT000874,Occasional,54,Refund request,Email,Refund request,False,False,True,False,False,False
SUP003036,GT009235,Regular,54,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003037,GT004100,Regular,53,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003038,GT003622,Regular,61,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP003039,GT009069,Occasional,21,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003040,GT001447,Occasional,19,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003041,GT000087,Regular,23,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP003042,GT002106,Occasional,69,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003043,GT009292,Regular,51,Accessibility,Email,Accessibility,False,True,False,False,False,False
SUP003044,GT006669,Occasional,61,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003045,GT009521,Regular,34,Refund request,Phone,Refund request,False,False,True,False,False,False
SUP003046,GT008037,Occasional,46,Accessibility,Email,Accessibility,False,False,False,False,True,False
SUP003047,GT001738,Occasional,28,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003048,GT008781,VIP,65,Complaint,Phone,Complaint,False,False,False,True,False,False
SUP003049,GT001568,Regular,58,Accessibility,Email,Accessibility,False,False,False,False,True,False
SUP003050,GT004363,Regular,78,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003051,GT005554,Occasional,20,Refund request,Email,Refund request,False,False,True,False,False,False
SUP003052,GT000575,Occasional,45,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003053,GT005766,Regular,25,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003054,GT002204,Occasional,75,Accessibility,Email,Accessibility,False,False,True,False,False,False
SUP003055,GT001348,Regular,78,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP003056,GT000477,Regular,60,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP003057,GT002637,Regular,30,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP003058,GT006803,Regular,50,Complaint,Email,Complaint,False,False,True,False,False,False
SUP003059,GT006516,Regular,29,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003060,GT002055,Occasional,41,Complaint,Email,Complaint,False,False,False,False,True,False
SUP003061,GT002815,New,24,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003062,GT005484,Occasional,18,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003063,GT001607,Regular,50,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003064,GT003225,Occasional,24,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003065,GT002550,Regular,42,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003066,GT002846,Occasional,19,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003067,GT005240,New,74,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP003068,GT001298,New,69,Complaint,Email,Complaint,False,False,False,False,True,False
SUP003069,GT002971,New,31,Refund request,Phone,Refund request,False,False,True,False,False,False
SUP003070,GT005081,Regular,80,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003071,GT001561,New,39,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP003072,GT007887,Regular,35,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP003073,GT008856,VIP,26,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP003074,GT002021,Regular,51,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003075,GT001221,Regular,76,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003076,GT008257,Occasional,38,Enquiry,Email,Accessibility,False,True,False,False,True,True
SUP003077,GT000145,Regular,24,Accessibility,Phone,Accessibility,False,True,False,False,False,False
SUP003078,GT002209,Regular,52,Enquiry,Email,Complaint,False,False,False,False,True,True
SUP003079,GT004973,New,31,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003080,GT009854,Regular,30,Complaint,Email,Complaint,False,False,False,False,True,False
SUP003081,GT000663,VIP,69,Refund request,Email,Refund request,False,True,False,False,True,False
SUP003082,GT006547,Regular,56,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003083,GT005897,Regular,32,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003084,GT007985,Occasional,56,Refund request,Phone,Refund request,False,False,True,False,False,False
SUP003085,GT005104,Occasional,36,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP003086,GT004595,New,58,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003087,GT007242,New,54,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003088,GT006685,Occasional,71,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003089,GT002624,Regular,61,Accessibility,Phone,Accessibility,False,True,False,False,False,False
SUP003090,GT001065,New,52,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP003091,GT008777,Regular,62,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003092,GT003877,Regular,81,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003093,GT001038,Occasional,56,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003094,GT007559,Occasional,41,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003095,GT005806,Occasional,81,Enquiry,Phone,Enquiry,False,False,False,True,False,False
SUP003096,GT001121,Occasional,43,Accessibility,Phone,Accessibility,False,True,False,False,False,False
SUP003097,GT006058,Regular,39,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP003098,GT008304,VIP,34,Enquiry,Email,Enquiry,False,True,False,False,False,False
SUP003099,GT004820,Regular,43,Refund request,Email,Enquiry,False,False,False,False,True,True
SUP003100,GT002248,New,58,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003101,GT007782,Occasional,42,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003102,GT002248,New,58,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003103,GT000005,New,46,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003104,GT004366,Occasional,24,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003105,GT003536,Occasional,58,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP003106,GT003815,Regular,57,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003107,GT002844,Regular,77,Enquiry,Phone,Enquiry,False,False,True,False,False,False
SUP003108,GT009079,Occasional,73,Enquiry,Phone,Enquiry,False,False,False,True,False,False
SUP003109,GT007741,Occasional,24,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003110,GT009197,VIP,73,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003111,GT009622,Regular,67,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003112,GT006859,Occasional,24,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003113,GT008257,Occasional,38,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003114,GT000655,Regular,42,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003115,GT003935,Occasional,69,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003116,GT007727,Occasional,73,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP003117,GT005909,VIP,32,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003118,GT007616,Occasional,64,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003119,GT006204,Occasional,59,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003120,GT009187,Occasional,70,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003121,GT005003,Regular,75,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003122,GT006203,VIP,78,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP003123,GT005903,Regular,43,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003124,GT007279,Occasional,50,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003125,GT000876,Regular,22,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP003126,GT002453,Regular,73,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP003127,GT009875,Occasional,34,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003128,GT009408,Occasional,51,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003129,GT001478,Regular,23,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003130,GT009493,Regular,44,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003131,GT007224,Regular,48,Enquiry,Phone,Enquiry,False,False,False,True,False,False
SUP003132,GT009366,Occasional,39,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP003133,GT000930,Regular,39,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP003134,GT007375,VIP,73,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003135,GT008704,VIP,49,Refund request,Email,Refund request,False,True,False,False,False,False
SUP003136,GT001474,Occasional,54,Refund request,Email,Enquiry,False,True,False,False,True,True
SUP003137,GT008343,Occasional,70,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003138,GT000030,VIP,33,Complaint,Email,Complaint,False,False,False,False,True,False
SUP003139,GT008733,Occasional,44,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP003140,GT005233,Regular,41,Accessibility,Phone,Complaint,False,False,False,False,False,True
SUP003141,GT009966,Occasional,52,Refund request,Email,Enquiry,False,False,True,False,False,True
SUP003142,GT004144,Regular,60,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003143,GT006414,New,57,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003144,GT003020,Regular,59,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003145,GT008712,Regular,46,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003146,GT003521,VIP,50,Refund request,Email,Refund request,False,False,True,False,False,False
SUP003147,GT001479,VIP,34,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP003148,GT003303,Occasional,20,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003149,GT002208,Regular,59,Enquiry,Phone,Enquiry,False,False,False,True,False,False
SUP003150,GT009383,Occasional,34,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP003151,GT005805,VIP,18,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP003152,GT003522,Occasional,47,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP003153,GT001445,Occasional,33,Refund request,Phone,Refund request,False,True,False,False,False,False
SUP003154,GT008571,Regular,30,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003155,GT000223,Regular,30,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003156,GT000242,Occasional,25,Accessibility,Email,Accessibility,False,True,False,False,True,False
SUP003157,GT005247,Occasional,67,Enquiry,Phone,Enquiry,False,False,False,True,False,False
SUP003158,GT006040,Regular,68,Enquiry,Email,Refund request,False,False,True,False,False,True
SUP003159,GT000834,Occasional,50,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003160,GT003610,Occasional,61,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003161,GT000305,New,58,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP003162,GT001926,Regular,41,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP003163,GT004214,Occasional,32,Enquiry,Phone,Enquiry,False,False,False,True,False,False
SUP003164,GT006446,Regular,23,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003165,GT001627,VIP,65,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003166,GT002367,New,68,Complaint,Phone,Complaint,False,False,False,True,False,False
SUP003167,GT007167,New,74,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003168,GT001053,VIP,66,Enquiry,Phone,Enquiry,False,False,False,True,False,False
SUP003169,GT009175,Regular,61,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP003170,GT003997,Occasional,35,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003171,GT003420,Regular,34,Refund request,Email,Refund request,True,False,False,False,True,False
SUP003172,GT002121,New,34,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003173,GT003743,Occasional,54,Enquiry,Email,Accessibility,False,False,False,False,False,True
SUP003174,GT006145,Regular,38,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003175,GT006167,VIP,64,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003176,GT000475,VIP,28,Refund request,Email,Refund request,True,False,False,False,False,False
SUP003177,GT005161,Regular,66,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003178,GT005160,VIP,54,Accessibility,Email,Accessibility,False,False,True,False,False,False
SUP003179,GT002409,VIP,35,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003180,GT008012,Regular,61,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003181,GT007747,Regular,47,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003182,GT001095,New,30,Enquiry,Phone,Enquiry,False,False,True,False,False,False
SUP003183,GT000244,Occasional,51,Complaint,Email,Refund request,True,False,False,False,False,True
SUP003184,GT004924,New,68,Complaint,Email,Complaint,False,False,False,False,True,False
SUP003185,GT009775,Regular,59,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003186,GT009100,Regular,68,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP003187,GT003359,New,61,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003188,GT006102,VIP,36,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003189,GT003301,Regular,42,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003190,GT007172,Regular,69,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP003191,GT006800,Regular,28,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP003192,GT001806,Regular,47,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003193,GT006985,New,58,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003194,GT004276,Regular,59,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP003195,GT004404,Occasional,22,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003196,GT009753,Occasional,39,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003197,GT008713,Occasional,52,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP003198,GT001063,VIP,73,Accessibility,Phone,Accessibility,False,False,False,True,False,False
SUP003199,GT004848,Regular,28,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003200,GT007938,Regular,69,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003201,GT000673,Occasional,56,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP003202,GT008272,New,73,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003203,GT005907,Regular,29,Complaint,Email,Complaint,False,True,False,False,False,False
SUP003204,GT001148,VIP,61,Accessibility,Email,Enquiry,False,False,False,False,False,True
SUP003205,GT006478,Regular,48,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003206,GT003746,Regular,59,Accessibility,Email,Accessibility,False,False,True,False,False,False
SUP003207,GT001119,VIP,71,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP003208,GT004482,Occasional,32,Enquiry,Email,Enquiry,True,False,False,False,False,False
SUP003209,GT006693,Regular,85,Accessibility,Phone,Accessibility,False,False,False,True,False,False
SUP003210,GT005520,Occasional,74,Accessibility,Phone,Accessibility,False,False,False,True,False,False
SUP003211,GT007205,Regular,84,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003212,GT003175,Regular,66,Refund request,Email,Refund request,False,True,False,False,False,False
SUP003213,GT000724,Regular,33,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003214,GT009455,New,26,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP003215,GT001316,Occasional,57,Enquiry,Phone,Enquiry,False,False,False,True,False,False
SUP003216,GT008892,Regular,18,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003217,GT002483,Occasional,33,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003218,GT005982,Occasional,43,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP003219,GT007800,Occasional,26,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003220,GT002969,Regular,66,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP003221,GT000928,Occasional,37,Complaint,Email,Complaint,False,False,False,False,True,False
SUP003222,GT005275,Occasional,24,Refund request,Phone,Refund request,False,False,False,True,False,False
SUP003223,GT000494,New,59,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003224,GT008735,Regular,76,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP003225,GT004724,Occasional,28,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003226,GT008961,Regular,61,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003227,GT004340,Occasional,46,Enquiry,Phone,Enquiry,False,False,False,True,False,False
SUP003228,GT001217,New,39,Complaint,Email,Accessibility,False,False,False,False,False,True
SUP003229,GT002136,Regular,43,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003230,GT009454,Regular,34,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003231,GT009638,Occasional,79,Accessibility,Email,Accessibility,False,True,False,False,False,False
SUP003232,GT005148,Regular,53,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP003233,GT003936,Regular,43,Accessibility,Email,Complaint,False,False,False,False,True,True
SUP003234,GT005458,New,65,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003235,GT001243,Regular,42,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003236,GT001664,Occasional,73,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003237,GT004960,New,51,Accessibility,Phone,Accessibility,False,False,False,True,False,False
SUP003238,GT004507,VIP,45,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003239,GT004686,New,26,Enquiry,Phone,Enquiry,False,False,False,True,False,False
SUP003240,GT002161,Occasional,65,Accessibility,Email,Accessibility,True,False,False,False,False,False
SUP003241,GT002709,Regular,34,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003242,GT003104,Occasional,53,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003243,GT000576,New,37,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003244,GT009619,Occasional,56,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003245,GT004344,Occasional,46,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003246,GT002688,Occasional,70,Accessibility,Phone,Accessibility,True,False,False,False,False,False
SUP003247,GT004848,Regular,28,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003248,GT001895,New,40,Complaint,Phone,Accessibility,False,False,False,False,False,True
SUP003249,GT006415,VIP,45,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003250,GT008791,Occasional,42,Enquiry,Phone,Enquiry,False,False,False,True,False,False
SUP003251,GT005034,VIP,69,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003252,GT001678,Occasional,34,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP003253,GT005653,Regular,34,Refund request,Phone,Refund request,False,False,True,False,False,False
SUP003254,GT008601,Occasional,28,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003255,GT001279,Occasional,73,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003256,GT009222,VIP,21,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003257,GT009490,Occasional,29,Refund request,Phone,Enquiry,False,False,False,False,False,True
SUP003258,GT009158,Regular,79,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003259,GT009945,Occasional,62,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003260,GT000817,Regular,59,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003261,GT008125,Regular,21,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003262,GT000789,New,31,Refund request,Email,Refund request,False,True,False,False,False,False
SUP003263,GT004289,Occasional,27,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP003264,GT000420,Regular,52,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003265,GT005564,Occasional,38,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003266,GT007730,Regular,33,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003267,GT001313,New,39,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003268,GT004065,VIP,57,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003269,GT007512,Regular,59,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003270,GT007149,New,52,Enquiry,Email,Enquiry,False,True,True,False,False,False
SUP003271,GT000482,Regular,55,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003272,GT000329,New,36,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003273,GT007853,Occasional,58,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003274,GT008515,Occasional,71,Complaint,Email,Complaint,False,False,False,False,True,False
SUP003275,GT003295,Regular,57,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003276,GT004167,Regular,48,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003277,GT003588,New,30,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003278,GT007085,Regular,56,Accessibility,Email,Accessibility,False,True,False,False,False,False
SUP003279,GT002805,New,37,Enquiry,Phone,Enquiry,False,False,True,False,False,False
SUP003280,GT005650,Occasional,39,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP003281,GT002140,Regular,52,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003282,GT008037,Occasional,46,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003283,GT004147,Regular,61,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP003284,GT003194,Regular,47,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003285,GT008828,Occasional,24,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP003286,GT008831,Occasional,39,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003287,GT004950,VIP,24,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP003288,GT001220,VIP,69,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003289,GT004759,Occasional,49,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003290,GT003322,Regular,71,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP003291,GT009158,Regular,79,Accessibility,Email,Accessibility,False,False,False,False,True,False
SUP003292,GT003824,Occasional,46,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP003293,GT006195,Occasional,42,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003294,GT001006,Regular,43,Refund request,Phone,Refund request,False,False,False,False,False,False
SUP003295,GT006389,Occasional,73,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003296,GT002765,Occasional,38,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP003297,GT004411,Occasional,58,Complaint,Phone,Complaint,False,False,False,True,False,False
SUP003298,GT002515,Regular,60,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003299,GT002811,Occasional,75,Enquiry,Phone,Enquiry,False,False,False,True,False,False
SUP003300,GT005541,VIP,72,Refund request,Email,Refund request,False,False,False,False,True,False
SUP003301,GT009909,New,68,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP003302,GT005725,Occasional,63,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003303,GT007669,New,58,Complaint,Phone,Complaint,False,False,False,False,False,False
SUP003304,GT004383,VIP,49,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP003305,GT001288,Regular,34,Complaint,Email,Complaint,False,False,False,False,True,False
SUP003306,GT008642,VIP,23,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003307,GT006693,Regular,85,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP003308,GT005856,New,31,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003309,GT002655,Occasional,62,Accessibility,Email,Accessibility,False,False,False,False,True,False
SUP003310,GT002683,New,25,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003311,GT004845,New,48,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003312,GT000033,Regular,25,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003313,GT004439,Occasional,54,Accessibility,Phone,Accessibility,False,False,False,False,False,False
SUP003314,GT009428,New,73,Accessibility,Email,Accessibility,False,False,False,False,True,False
SUP003315,GT001982,Occasional,61,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP003316,GT000976,Occasional,35,Complaint,Phone,Complaint,False,False,False,True,False,False
SUP003317,GT009271,Regular,38,Accessibility,Email,Accessibility,False,False,False,False,False,False
SUP003318,GT005606,Regular,72,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003319,GT008816,Regular,39,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003320,GT002121,New,34,Enquiry,Phone,Enquiry,False,False,False,False,False,False
SUP003321,GT001279,Occasional,73,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003322,GT006166,Regular,30,Enquiry,Phone,Enquiry,False,True,False,False,False,False
SUP003323,GT000346,VIP,49,Complaint,Email,Complaint,False,False,False,False,False,False
SUP003324,GT000755,Regular,55,Enquiry,Email,Enquiry,False,False,False,False,False,False
SUP003325,GT005232,Occasional,51,Complaint,Phone,Enquiry,False,False,False,True,False,True
SUP003326,GT000794,Occasional,19,Refund request,Email,Refund request,False,True,False,False,False,False
SUP003327,GT009104,Regular,61,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003328,GT005289,VIP,31,Enquiry,Email,Enquiry,False,False,False,False,True,False
SUP003329,GT005809,New,51,Refund request,Email,Refund request,False,False,False,False,False,False
SUP003330,GT002844,Regular,77,Refund request,Email,Refund request,True,False,False,False,False,False
SUP003331,GT002068,Regular,54,Complaint,Email,Complaint,False,False,False,False,True,False
