ground_truth_id,evaluation_split
GT004793,calibration
GT004794,calibration
GT004795,evaluation
GT004796,evaluation
GT004797,calibration
GT004798,calibration
GT004799,evaluation
GT004800,evaluation
GT004801,evaluation
GT004802,evaluation
GT004803,calibration
GT004804,calibration
GT004805,calibration
GT004806,calibration
GT004807,calibration
GT004808,calibration
GT004809,calibration
GT004810,calibration
GT004811,calibration
GT004812,calibration
GT004813,calibration
GT004814,evaluation
GT004815,evaluation
GT004816,calibration
GT004817,calibration
GT004818,calibration
GT004819,calibration
GT004820,calibration
GT004821,calibration
GT004822,calibration
GT004823,calibration
GT004824,calibration
GT004825,calibration
GT004826,calibration
GT004827,calibration
GT004828,calibration
GT004829,evaluation
GT004830,evaluation
GT004831,calibration
GT004832,calibration
GT004833,calibration
GT004834,calibration
GT004835,evaluation
GT004836,evaluation
GT004837,calibration
GT004838,evaluation
GT004839,evaluation
GT004840,calibration
GT004841,calibration
GT004842,evaluation
GT004843,calibration
GT004844,evaluation
GT004845,calibration
GT004846,calibration
GT004847,calibration
GT004848,calibration
GT004849,calibration
GT004850,anonymous_only
GT004851,calibration
GT004852,calibration
GT004853,calibration
GT004854,calibration
GT004855,calibration
GT004856,calibration
GT004857,calibration
GT004858,evaluation
GT004859,calibration
GT004860,calibration
GT004861,calibration
GT004862,evaluation
GT004863,calibration
GT004864,calibration
GT004865,evaluation
GT004866,evaluation
GT004867,evaluation
GT004868,calibration
GT004869,calibration
GT004870,calibration
GT004871,calibration
GT004872,evaluation
GT004873,calibration
GT004874,evaluation
GT004875,calibration
GT004876,calibration
GT004877,calibration
GT004878,calibration
GT004879,evaluation
GT004880,calibration
GT004881,calibration
GT004882,calibration
GT004883,calibration
GT004884,calibration
GT004885,calibration
GT004886,calibration
GT004887,calibration
GT004888,calibration
GT004889,calibration
GT004890,evaluation
GT004891,calibration
GT004892,calibration
GT004893,calibration
GT004894,evaluation
GT004895,calibration
GT004896,evaluation
GT004897,calibration
GT004898,calibration
GT004899,calibration
GT004900,calibration
GT004901,calibration
GT004902,evaluation
GT004903,evaluation
GT004905,calibration
GT004906,evaluation
GT004907,evaluation
GT004908,evaluation
GT004909,calibration
GT004910,calibration
GT004911,calibration
GT004912,calibration
GT004913,evaluation
GT004914,calibration
GT004915,calibration
GT004916,calibration
GT004917,calibration
GT004918,calibration
GT004919,calibration
GT004920,calibration
GT004921,evaluation
GT004922,calibration
GT004923,evaluation
GT004924,calibration
GT004925,evaluation
GT004926,calibration
GT004927,calibration
GT004928,calibration
GT004929,calibration
GT004930,calibration
GT004931,evaluation
GT004932,calibration
GT004933,calibration
GT004934,calibration
GT004936,calibration
GT004937,calibration
GT004938,calibration
GT004939,calibration
GT004940,evaluation
GT004941,evaluation
GT004942,calibration
GT004943,calibration
GT004944,calibration
GT004945,calibration
GT004946,calibration
GT004947,calibration
GT004948,calibration
GT004949,calibration
GT004950,evaluation
GT004951,evaluation
GT004952,evaluation
GT004953,evaluation
GT004954,calibration
GT004955,evaluation
GT004956,calibration
GT004957,calibration
GT004958,evaluation
GT004959,evaluation
GT004960,evaluation
GT004961,calibration
GT004962,evaluation
GT004963,calibration
GT004964,calibration
GT004965,calibration
GT004966,evaluation
GT004967,evaluation
GT004968,calibration
GT004969,calibration
GT004970,calibration
GT004971,calibration
GT004972,anonymous_only
GT004973,calibration
GT004974,calibration
GT004975,calibration
GT004976,evaluation
GT004977,evaluation
GT004978,calibration
GT004979,calibration
GT004980,calibration
GT004981,calibration
GT004982,evaluation
GT004983,calibration
GT004984,calibration
GT004985,calibration
GT004986,calibration
GT004987,calibration
GT004988,calibration
GT004989,calibration
GT004990,calibration
GT004991,calibration
GT004992,evaluation
GT004993,calibration
GT004994,calibration
GT004995,calibration
GT004996,evaluation
GT004997,evaluation
GT004998,calibration
GT004999,evaluation
GT005000,evaluation
GT005001,evaluation
GT005002,calibration
GT005003,evaluation
GT005004,calibration
GT005005,calibration
GT005006,calibration
GT005007,calibration
GT005008,calibration
GT005009,calibration
GT005010,calibration
GT005011,evaluation
GT005012,calibration
GT005013,evaluation
GT005014,evaluation
GT005015,calibration
GT005016,calibration
GT005017,evaluation
GT005018,evaluation
GT005019,evaluation
GT005020,calibration
GT005021,calibration
GT005022,calibration
GT005023,evaluation
GT005024,evaluation
GT005025,calibration
GT005026,calibration
GT005027,calibration
GT005028,evaluation
GT005029,calibration
GT005030,calibration
GT005031,evaluation
GT005032,calibration
GT005033,calibration
GT005034,calibration
GT005035,calibration
GT005036,calibration
GT005037,calibration
GT005038,calibration
GT005039,calibration
GT005040,evaluation
GT005041,calibration
GT005042,calibration
GT005043,calibration
GT005044,evaluation
GT005045,calibration
GT005046,calibration
GT005047,calibration
GT005048,evaluation
GT005049,calibration
GT005050,calibration
GT005051,calibration
GT005052,calibration
GT005053,calibration
GT005054,calibration
GT005055,calibration
GT005056,calibration
GT005057,calibration
GT005058,calibration
GT005059,evaluation
GT005060,calibration
GT005061,calibration
GT005062,evaluation
GT005063,calibration
GT005064,calibration
GT005065,evaluation
GT005066,evaluation
GT005067,evaluation
GT005068,calibration
GT005069,calibration
GT005070,calibration
GT005071,evaluation
GT005072,calibration
GT005073,calibration
GT005074,calibration
GT005075,evaluation
GT005076,calibration
GT005077,calibration
GT005078,evaluation
GT005079,calibration
GT005080,calibration
GT005081,calibration
GT005082,calibration
GT005083,evaluation
GT005084,evaluation
GT005085,evaluation
GT005086,calibration
GT005087,calibration
GT005088,calibration
GT005089,calibration
GT005090,evaluation
GT005091,calibration
GT005092,calibration
GT005093,calibration
GT005094,calibration
GT005095,evaluation
GT005096,calibration
GT005097,evaluation
GT005098,anonymous_only
GT005099,calibration
GT005100,evaluation
GT005101,evaluation
GT005102,evaluation
GT005103,calibration
GT005104,evaluation
GT005105,calibration
GT005106,evaluation
GT005107,calibration
GT005108,calibration
GT005109,calibration
GT005110,calibration
GT005111,calibration
GT005112,calibration
GT005113,evaluation
GT005114,calibration
GT005115,calibration
GT005116,evaluation
GT005117,calibration
GT005118,calibration
GT005119,calibration
GT005120,calibration
GT005121,calibration
GT005122,calibration
GT005123,evaluation
GT005124,evaluation
GT005125,evaluation
GT005126,evaluation
GT005127,calibration
GT005128,calibration
GT005129,calibration
GT005130,evaluation
GT005131,calibration
GT005132,calibration
GT005133,evaluation
GT005134,calibration
GT005135,evaluation
GT005136,calibration
GT005137,calibration
GT005138,calibration
GT005139,evaluation
GT005140,evaluation
GT005141,calibration
GT005142,calibration
GT005143,evaluation
GT005144,calibration
GT005145,evaluation
GT005146,evaluation
GT005147,calibration
GT005148,evaluation
GT005149,calibration
GT005150,calibration
GT005151,calibration
GT005152,calibration
GT005153,calibration
GT005154,anonymous_only
GT005155,evaluation
GT005156,calibration
GT005157,calibration
GT005158,calibration
GT005159,calibration
GT005160,evaluation
GT005161,calibration
GT005162,calibration
GT005163,calibration
GT005164,calibration
GT005165,calibration
GT005166,calibration
GT005167,calibration
GT005168,calibration
GT005169,evaluation
GT005170,calibration
GT005171,evaluation
GT005172,calibration
GT005173,calibration
GT005174,calibration
GT005175,evaluation
GT005176,calibration
GT005177,calibration
GT005178,calibration
GT005179,evaluation
GT005180,calibration
GT005181,calibration
GT005182,calibration
GT005183,evaluation
GT005184,evaluation
GT005185,calibration
GT005186,calibration
GT005187,calibration
GT005188,calibration
GT005189,calibration
GT005190,calibration
GT005191,calibration
GT005192,evaluation
GT005193,evaluation
GT005194,calibration
GT005195,calibration
GT005196,calibration
GT005197,calibration
GT005198,calibration
GT005199,calibration
GT005200,calibration
GT005201,evaluation
GT005202,evaluation
GT005203,evaluation
GT005204,calibration
GT005205,calibration
GT005206,calibration
GT005207,evaluation
GT005208,calibration
GT005209,calibration
GT005210,calibration
GT005211,evaluation
GT005212,calibration
GT005213,calibration
GT005214,evaluation
GT005215,calibration
GT005216,evaluation
GT005217,evaluation
GT005218,evaluation
GT005219,evaluation
GT005220,calibration
GT005221,calibration
GT005222,calibration
GT005223,calibration
GT005224,calibration
GT005225,calibration
GT005226,calibration
GT005227,calibration
GT005228,calibration
GT005229,calibration
GT005230,evaluation
GT005231,calibration
GT005232,evaluation
GT005233,evaluation
GT005234,evaluation
GT005235,calibration
GT005236,calibration
GT005237,calibration
GT005238,calibration
GT005239,calibration
GT005240,calibration
GT005241,calibration
GT005242,calibration
GT005243,evaluation
GT005244,evaluation
GT005245,calibration
GT005246,calibration
GT005247,evaluation
GT005248,calibration
GT005249,calibration
GT005250,calibration
GT005251,calibration
GT005252,evaluation
GT005253,calibration
GT005254,calibration
GT005255,calibration
GT005256,evaluation
GT005257,calibration
GT005258,evaluation
GT005259,calibration
GT005260,calibration
GT005261,calibration
GT005262,evaluation
GT005263,calibration
GT005264,calibration
GT005265,calibration
GT005266,evaluation
GT005267,calibration
GT005268,calibration
GT005269,calibration
GT005270,calibration
GT005271,calibration
GT005272,calibration
GT005273,calibration
GT005274,calibration
GT005275,calibration
GT005276,calibration
GT005277,evaluation
GT005278,calibration
GT005279,calibration
GT005280,evaluation
GT005281,calibration
GT005282,calibration
GT005283,calibration
GT005284,calibration
GT005285,evaluation
GT005286,calibration
GT005287,calibration
GT005288,evaluation
GT005289,calibration
GT005290,evaluation
GT005291,calibration
GT005292,calibration
GT005293,calibration
GT005294,calibration
GT005295,calibration
GT005296,evaluation
GT005297,calibration
GT005298,evaluation
GT005299,calibration
GT005300,evaluation
GT005301,calibration
GT005302,evaluation
GT005303,calibration
GT005304,calibration
GT005305,evaluation
GT005306,calibration
GT005307,calibration
GT005308,calibration
GT005309,calibration
GT005310,calibration
GT005311,calibration
GT005312,calibration
GT005313,calibration
GT005314,evaluation
GT005315,calibration
GT005316,calibration
GT005317,evaluation
GT005318,evaluation
GT005319,evaluation
GT005320,evaluation
GT005321,evaluation
GT005322,evaluation
GT005323,calibration
GT005324,evaluation
GT005325,calibration
GT005326,evaluation
GT005327,calibration
GT005328,calibration
GT005329,calibration
GT005330,calibration
GT005331,evaluation
GT005332,calibration
GT005333,evaluation
GT005334,evaluation
GT005335,calibration
GT005336,evaluation
GT005337,calibration
GT005338,calibration
GT005339,calibration
GT005340,calibration
GT005341,evaluation
GT005342,calibration
GT005343,evaluation
GT005344,evaluation
GT005345,calibration
GT005346,calibration
GT005347,evaluation
GT005348,calibration
GT005349,calibration
GT005350,calibration
GT005351,calibration
GT005352,calibration
GT005353,calibration
GT005354,calibration
GT005355,evaluation
GT005356,calibration
GT005357,calibration
GT005358,calibration
GT005359,evaluation
GT005360,evaluation
GT005361,evaluation
GT005362,calibration
GT005363,calibration
GT005364,calibration
GT005365,calibration
GT005366,calibration
GT005367,calibration
GT005368,evaluation
GT005369,calibration
GT005370,calibration
GT005371,calibration
GT005372,calibration
GT005373,calibration
GT005374,evaluation
GT005375,calibration
GT005376,calibration
GT005377,evaluation
GT005378,evaluation
GT005379,calibration
GT005380,calibration
GT005381,calibration
GT005382,calibration
GT005383,calibration
GT005384,calibration
GT005385,evaluation
GT005386,calibration
GT005387,anonymous_only
GT005388,evaluation
GT005389,calibration
GT005390,evaluation
GT005391,calibration
GT005392,evaluation
GT005393,calibration
GT005394,evaluation
GT005395,calibration
GT005396,calibration
GT005397,calibration
GT005398,calibration
GT005399,evaluation
GT005400,calibration
GT005401,calibration
GT005402,calibration
GT005403,calibration
GT005404,calibration
GT005405,calibration
GT005406,calibration
GT005407,calibration
GT005408,evaluation
GT005409,evaluation
GT005410,calibration
GT005411,calibration
GT005412,calibration
GT005413,evaluation
GT005414,calibration
GT005415,calibration
GT005416,calibration
GT005417,evaluation
GT005418,evaluation
GT005419,evaluation
GT005420,evaluation
GT005421,calibration
GT005422,calibration
GT005423,calibration
GT005424,evaluation
GT005425,calibration
GT005426,calibration
GT005427,evaluation
GT005428,evaluation
GT005429,calibration
GT005430,calibration
GT005431,calibration
GT005432,calibration
GT005433,calibration
GT005434,calibration
GT005435,evaluation
GT005436,calibration
GT005437,evaluation
GT005438,evaluation
GT005439,evaluation
GT005440,evaluation
GT005441,calibration
GT005442,calibration
GT005443,evaluation
GT005444,calibration
GT005445,calibration
GT005446,evaluation
GT005447,calibration
GT005448,evaluation
GT005449,calibration
GT005450,calibration
GT005451,calibration
GT005452,calibration
GT005453,calibration
GT005454,calibration
GT005455,calibration
GT005456,evaluation
GT005457,calibration
GT005458,calibration
GT005459,calibration
GT005461,calibration
GT005462,evaluation
GT005463,calibration
GT005464,calibration
GT005465,calibration
GT005466,evaluation
GT005467,evaluation
GT005468,calibration
GT005469,evaluation
GT005470,calibration
GT005471,calibration
GT005472,calibration
GT005473,calibration
GT005474,evaluation
GT005475,evaluation
GT005476,calibration
GT005477,calibration
GT005478,evaluation
GT005479,evaluation
GT005480,calibration
GT005481,calibration
GT005482,calibration
GT005483,calibration
GT005484,calibration
GT005485,evaluation
GT005486,calibration
GT005487,evaluation
GT005488,calibration
GT005489,calibration
GT005490,evaluation
GT005491,evaluation
GT005492,calibration
GT005493,calibration
GT005494,calibration
GT005495,calibration
GT005496,calibration
GT005497,calibration
GT005498,calibration
GT005499,calibration
GT005500,calibration
GT005501,calibration
GT005502,calibration
GT005503,calibration
GT005504,evaluation
GT005505,evaluation
GT005506,evaluation
GT005507,calibration
GT005508,evaluation
GT005509,calibration
GT005510,calibration
GT005511,calibration
GT005512,evaluation
GT005513,evaluation
GT005514,calibration
GT005515,calibration
GT005516,calibration
GT005517,calibration
GT005518,calibration
GT005519,calibration
GT005520,calibration
GT005521,calibration
GT005522,evaluation
GT005523,calibration
GT005524,calibration
GT005525,calibration
GT005526,evaluation
GT005527,evaluation
GT005528,evaluation
GT005529,calibration
GT005530,evaluation
GT005531,calibration
GT005532,calibration
GT005533,calibration
GT005534,calibration
GT005535,calibration
GT005536,evaluation
GT005537,calibration
GT005538,calibration
GT005539,calibration
GT005540,evaluation
GT005541,calibration
GT005542,calibration
GT005543,calibration
GT005544,calibration
GT005545,calibration
GT005546,calibration
GT005547,calibration
GT005548,evaluation
GT005549,calibration
GT005550,calibration
GT005551,calibration
GT005552,calibration
GT005553,evaluation
GT005554,calibration
GT005555,calibration
GT005556,calibration
GT005557,evaluation
GT005558,calibration
GT005559,evaluation
GT005560,calibration
GT005561,calibration
GT005562,calibration
GT005563,calibration
GT005564,calibration
GT005565,evaluation
GT005566,evaluation
GT005567,calibration
GT005568,evaluation
GT005569,calibration
GT005570,calibration
GT005571,evaluation
GT005572,calibration
GT005573,evaluation
GT005574,calibration
GT005575,evaluation
GT005576,calibration
GT005577,evaluation
GT005578,calibration
GT005579,calibration
GT005580,evaluation
GT005581,calibration
GT005582,calibration
GT005583,evaluation
GT005584,evaluation
GT005585,evaluation
GT005586,calibration
GT005587,evaluation
GT005588,calibration
GT005589,calibration
GT005590,evaluation
GT005591,calibration
GT005592,calibration
GT005593,calibration
GT005594,calibration
GT005595,evaluation
GT005596,calibration
GT005597,calibration
GT005598,calibration
GT005599,calibration
GT005600,calibration
GT005601,calibration
GT005602,evaluation
GT005603,anonymous_only
GT005604,calibration
GT005605,calibration
GT005606,evaluation
GT005607,calibration
GT005608,calibration
GT005609,evaluation
GT005610,evaluation
GT005611,calibration
GT005612,calibration
GT005613,evaluation
GT005614,calibration
GT005615,calibration
GT005616,evaluation
GT005617,calibration
GT005618,calibration
GT005619,calibration
GT005620,evaluation
GT005621,evaluation
GT005622,calibration
GT005623,calibration
GT005624,calibration
GT005625,calibration
GT005626,evaluation
GT005627,evaluation
GT005628,calibration
GT005629,evaluation
GT005630,calibration
GT005631,calibration
GT005632,calibration
GT005633,calibration
GT005634,evaluation
GT005635,evaluation
GT005636,calibration
GT005637,calibration
GT005638,evaluation
GT005639,evaluation
GT005640,evaluation
GT005641,evaluation
GT005642,calibration
GT005643,evaluation
GT005644,calibration
GT005645,calibration
GT005646,calibration
GT005647,evaluation
GT005648,calibration
GT005649,evaluation
GT005650,calibration
GT005651,calibration
GT005652,evaluation
GT005653,calibration
GT005654,calibration
GT005655,calibration
GT005656,calibration
GT005657,evaluation
GT005658,calibration
GT005659,evaluation
GT005660,calibration
GT005661,calibration
GT005662,calibration
GT005663,calibration
GT005664,calibration
GT005665,evaluation
GT005666,calibration
GT005667,calibration
GT005668,calibration
GT005669,calibration
GT005670,evaluation
GT005671,calibration
GT005672,calibration
GT005673,evaluation
GT005674,calibration
GT005675,calibration
GT005676,calibration
GT005677,evaluation
GT005678,evaluation
GT005679,calibration
GT005680,calibration
GT005681,calibration
GT005682,calibration
GT005683,calibration
GT005684,evaluation
GT005685,calibration
GT005686,calibration
GT005687,evaluation
GT005688,calibration
GT005689,calibration
GT005690,calibration
GT005691,calibration
GT005692,calibration
GT005693,evaluation
GT005694,calibration
GT005695,calibration
GT005696,calibration
GT005697,calibration
GT005698,calibration
GT005699,evaluation
GT005700,calibration
GT005701,calibration
GT005702,evaluation
GT005703,evaluation
GT005704,calibration
GT005705,calibration
GT005706,calibration
GT005707,calibration
GT005708,evaluation
GT005709,calibration
GT005710,calibration
GT005711,calibration
GT005712,calibration
GT005713,evaluation
GT005714,calibration
GT005715,calibration
GT005716,evaluation
GT005717,calibration
GT005718,calibration
GT005719,calibration
GT005720,calibration
GT005721,evaluation
GT005722,evaluation
GT005723,evaluation
GT005724,calibration
GT005725,calibration
GT005726,calibration
GT005727,calibration
GT005728,evaluation
GT005729,calibration
GT005730,evaluation
GT005731,calibration
GT005732,calibration
GT005733,calibration
GT005734,calibration
GT005735,calibration
GT005736,calibration
GT005737,calibration
GT005738,evaluation
GT005739,calibration
GT005740,calibration
GT005741,calibration
GT005742,evaluation
GT005743,calibration
GT005744,calibration
GT005745,calibration
GT005746,evaluation
GT005747,calibration
GT005748,calibration
GT005749,calibration
GT005750,calibration
GT005751,calibration
GT005752,calibration
GT005753,calibration
GT005754,calibration
GT005755,evaluation
GT005756,calibration
GT005757,calibration
GT005758,calibration
GT005759,evaluation
GT005760,calibration
GT005761,calibration
GT005762,calibration
GT005763,calibration
GT005764,calibration
GT005765,evaluation
GT005766,calibration
GT005767,evaluation
GT005768,calibration
GT005769,calibration
GT005770,evaluation
GT005771,evaluation
GT005772,calibration
GT005773,calibration
GT005774,calibration
GT005775,calibration
GT005776,calibration
GT005777,calibration
GT005778,evaluation
GT005779,calibration
GT005780,calibration
GT005781,calibration
GT005782,calibration
GT005783,evaluation
GT005784,calibration
GT005785,evaluation
GT005786,anonymous_only
GT005787,calibration
GT005788,calibration
GT005789,calibration
GT005790,calibration
GT005791,calibration
GT005792,evaluation
GT005793,calibration
GT005794,calibration
GT005795,evaluation
GT005796,evaluation
GT005797,calibration
GT005798,calibration
GT005799,evaluation
GT005800,calibration
GT005801,evaluation
GT005802,calibration
GT005803,calibration
GT005804,evaluation
GT005805,evaluation
GT005806,evaluation
GT005807,calibration
GT005808,calibration
GT005809,calibration
GT005810,calibration
GT005811,calibration
GT005812,calibration
GT005813,calibration
GT005814,calibration
GT005815,calibration
GT005816,anonymous_only
GT005817,calibration
GT005818,calibration
GT005819,evaluation
GT005820,evaluation
GT005821,evaluation
GT005822,evaluation
GT005823,calibration
GT005824,calibration
GT005825,calibration
GT005826,evaluation
GT005827,calibration
GT005828,evaluation
GT005829,calibration
GT005830,evaluation
GT005831,calibration
GT005832,evaluation
GT005833,evaluation
GT005834,evaluation
GT005835,evaluation
GT005836,calibration
GT005837,calibration
GT005838,calibration
GT005839,calibration
GT005840,calibration
GT005841,evaluation
GT005842,calibration
GT005843,evaluation
GT005844,evaluation
GT005845,evaluation
GT005846,calibration
GT005847,calibration
GT005848,calibration
GT005849,evaluation
GT005850,evaluation
GT005851,calibration
GT005852,calibration
GT005853,calibration
GT005854,calibration
GT005855,calibration
GT005856,calibration
GT005857,calibration
GT005858,calibration
GT005859,calibration
GT005860,calibration
GT005861,calibration
GT005862,evaluation
GT005863,evaluation
GT005864,calibration
GT005865,evaluation
GT005866,calibration
GT005867,calibration
GT005868,calibration
GT005869,calibration
GT005870,calibration
GT005871,evaluation
GT005872,calibration
GT005873,evaluation
GT005874,evaluation
GT005875,calibration
GT005876,calibration
GT005877,calibration
GT005878,calibration
GT005879,evaluation
GT005880,calibration
GT005881,calibration
GT005882,evaluation
GT005883,calibration
GT005884,calibration
GT005885,calibration
GT005886,calibration
GT005887,calibration
GT005888,calibration
GT005889,evaluation
GT005890,calibration
GT005891,calibration
GT005892,calibration
GT005893,calibration
GT005894,calibration
GT005895,calibration
GT005896,calibration
GT005897,calibration
GT005898,calibration
GT005899,evaluation
GT005900,calibration
GT005901,calibration
GT005902,calibration
GT005903,calibration
GT005904,calibration
GT005905,calibration
GT005906,calibration
GT005907,evaluation
GT005908,calibration
GT005909,calibration
GT005910,evaluation
GT005911,calibration
GT005912,calibration
GT005913,calibration
GT005914,evaluation
GT005915,calibration
GT005916,calibration
GT005917,evaluation
GT005918,calibration
GT005919,evaluation
GT005920,calibration
GT005921,calibration
GT005922,calibration
GT005923,calibration
GT005924,calibration
GT005925,calibration
GT005926,calibration
GT005927,calibration
GT005928,calibration
GT005929,calibration
GT005930,calibration
GT005931,evaluation
GT005932,calibration
GT005933,calibration
GT005934,calibration
GT005935,calibration
GT005936,calibration
GT005937,calibration
GT005938,evaluation
GT005939,calibration
GT005940,anonymous_only
GT005941,calibration
GT005942,evaluation
GT005943,evaluation
GT005944,calibration
GT005945,calibration
GT005946,evaluation
GT005947,calibration
GT005948,calibration
GT005949,calibration
GT005950,calibration
GT005951,evaluation
GT005952,calibration
GT005953,calibration
GT005954,evaluation
GT005955,calibration
GT005956,evaluation
GT005957,calibration
GT005958,evaluation
GT005959,calibration
GT005960,evaluation
GT005961,calibration
GT005962,calibration
GT005963,calibration
GT005964,calibration
GT005965,calibration
GT005966,calibration
GT005967,calibration
GT005968,evaluation
GT005969,calibration
GT005970,evaluation
GT005971,calibration
GT005972,calibration
GT005973,evaluation
GT005974,calibration
GT005975,evaluation
GT005976,calibration
GT005977,evaluation
GT005978,evaluation
GT005979,evaluation
GT005980,calibration
GT005981,evaluation
GT005982,evaluation
GT005983,calibration
GT005984,calibration
GT005985,calibration
GT005986,evaluation
GT005987,calibration
GT005988,evaluation
GT005989,calibration
GT005990,calibration
GT005991,evaluation
GT005992,evaluation
GT005993,evaluation
GT005994,calibration
GT005995,evaluation
GT005996,calibration
GT005997,evaluation
GT005998,evaluation
GT005999,calibration
GT006000,anonymous_only
GT006001,evaluation
GT006002,evaluation
GT006003,evaluation
GT006004,evaluation
GT006005,evaluation
GT006006,evaluation
GT006007,calibration
GT006008,calibration
GT006009,calibration
GT006010,evaluation
GT006011,evaluation
GT006012,evaluation
GT006013,evaluation
GT006014,calibration
GT006015,calibration
GT006016,calibration
GT006017,calibration
GT006018,evaluation
GT006019,calibration
GT006020,calibration
GT006021,calibration
GT006022,calibration
GT006023,evaluation
GT006024,calibration
GT006025,calibration
GT006026,calibration
GT006027,calibration
GT006028,calibration
GT006029,evaluation
GT006030,evaluation
GT006031,calibration
GT006032,calibration
GT006033,evaluation
GT006034,calibration
GT006035,calibration
GT006036,calibration
GT006037,calibration
GT006038,evaluation
GT006039,evaluation
GT006040,calibration
GT006041,calibration
GT006042,calibration
GT006043,calibration
GT006044,calibration
GT006045,evaluation
GT006046,calibration
GT006047,calibration
GT006048,evaluation
GT006049,calibration
GT006050,calibration
GT006051,calibration
GT006052,calibration
GT006053,calibration
GT006054,calibration
GT006055,calibration
GT006056,calibration
GT006057,calibration
GT006058,calibration
GT006059,calibration
GT006060,evaluation
GT006061,calibration
GT006062,calibration
GT006063,evaluation
GT006064,calibration
GT006065,evaluation
GT006066,calibration
GT006067,calibration
GT006068,calibration
GT006069,calibration
GT006070,calibration
GT006071,calibration
GT006072,evaluation
GT006073,evaluation
GT006074,calibration
GT006075,calibration
GT006076,calibration
GT006077,calibration
GT006078,calibration
GT006079,calibration
GT006080,calibration
GT006081,calibration
GT006082,calibration
GT006083,evaluation
GT006084,calibration
GT006085,evaluation
GT006086,calibration
GT006087,calibration
GT006088,calibration
GT006089,evaluation
GT006090,calibration
GT006091,calibration
GT006092,calibration
GT006093,evaluation
GT006094,calibration
GT006095,calibration
GT006096,calibration
GT006097,evaluation
GT006098,evaluation
GT006099,calibration
GT006100,evaluation
GT006101,calibration
GT006102,calibration
GT006103,calibration
GT006104,calibration
GT006105,evaluation
GT006106,calibration
GT006107,calibration
GT006108,calibration
GT006109,evaluation
GT006110,calibration
GT006111,calibration
GT006112,evaluation
GT006113,calibration
GT006114,evaluation
GT006115,calibration
GT006116,calibration
GT006117,evaluation
GT006118,calibration
GT006119,calibration
GT006120,evaluation
GT006121,calibration
GT006122,evaluation
GT006123,calibration
GT006124,calibration
GT006125,evaluation
GT006126,calibration
GT006127,evaluation
GT006128,calibration
GT006129,evaluation
GT006130,evaluation
GT006131,calibration
GT006132,calibration
GT006133,evaluation
GT006134,calibration
GT006135,calibration
GT006136,evaluation
GT006137,evaluation
GT006138,calibration
GT006139,calibration
GT006140,evaluation
GT006141,evaluation
GT006142,evaluation
GT006143,evaluation
GT006144,calibration
GT006145,evaluation
GT006146,calibration
GT006147,calibration
GT006148,evaluation
GT006149,evaluation
GT006150,calibration
GT006151,calibration
GT006152,evaluation
GT006153,calibration
GT006154,calibration
GT006155,calibration
GT006156,calibration
GT006157,evaluation
GT006158,calibration
GT006159,calibration
GT006160,calibration
GT006161,calibration
GT006162,calibration
GT006163,calibration
GT006164,calibration
GT006165,calibration
GT006166,evaluation
GT006167,calibration
GT006168,calibration
GT006169,calibration
GT006170,calibration
GT006171,calibration
GT006172,calibration
GT006173,calibration
GT006174,calibration
GT006175,calibration
GT006176,evaluation
GT006177,evaluation
GT006178,anonymous_only
GT006179,calibration
GT006180,evaluation
GT006181,evaluation
GT006182,calibration
GT006183,calibration
GT006184,calibration
GT006185,calibration
GT006186,calibration
GT006187,calibration
GT006188,evaluation
GT006189,calibration
GT006190,evaluation
GT006191,calibration
GT006192,calibration
GT006193,calibration
GT006194,evaluation
GT006195,calibration
GT006196,calibration
GT006197,evaluation
GT006198,evaluation
GT006199,calibration
GT006200,calibration
GT006201,calibration
GT006202,calibration
GT006203,calibration
GT006204,evaluation
GT006205,calibration
GT006206,calibration
GT006207,evaluation
GT006208,calibration
GT006209,calibration
GT006210,calibration
GT006211,calibration
GT006212,calibration
GT006213,evaluation
GT006214,evaluation
GT006215,calibration
GT006216,calibration
GT006217,calibration
GT006218,calibration
GT006219,calibration
GT006220,calibration
GT006221,evaluation
GT006222,calibration
GT006223,calibration
GT006224,calibration
GT006225,calibration
GT006226,calibration
GT006227,calibration
GT006228,calibration
GT006229,calibration
GT006230,calibration
GT006231,calibration
GT006232,calibration
GT006233,calibration
GT006234,evaluation
GT006235,evaluation
GT006236,calibration
GT006237,calibration
GT006238,calibration
GT006239,calibration
GT006240,calibration
GT006241,calibration
GT006242,calibration
GT006243,evaluation
GT006244,evaluation
GT006245,calibration
GT006246,evaluation
GT006247,calibration
GT006248,calibration
GT006249,calibration
GT006250,calibration
GT006251,evaluation
GT006252,evaluation
GT006253,calibration
GT006254,evaluation
GT006255,calibration
GT006256,evaluation
GT006257,calibration
GT006258,calibration
GT006259,calibration
GT006260,calibration
GT006261,evaluation
GT006262,calibration
GT006263,calibration
GT006264,evaluation
GT006265,calibration
GT006266,evaluation
GT006267,calibration
GT006268,calibration
GT006269,calibration
GT006270,calibration
GT006271,calibration
GT006272,calibration
GT006273,evaluation
GT006274,calibration
GT006275,evaluation
GT006276,evaluation
GT006277,calibration
GT006278,calibration
GT006279,calibration
GT006280,calibration
GT006281,evaluation
GT006282,calibration
GT006283,evaluation
GT006284,calibration
GT006285,calibration
GT006286,calibration
GT006287,calibration
GT006288,evaluation
GT006289,calibration
GT006290,calibration
GT006291,calibration
GT006292,calibration
GT006293,calibration
GT006294,evaluation
GT006295,calibration
