ground_truth_id,evaluation_split,record_count,source_systems,deterministic_cluster_count,evaluated_cluster_count,evaluated_cluster_ids
GT007529,evaluation,6,CRM | MARKETING | ONLINE | SUPPORT,2,2,ECL003529 | ECL010317
GT007540,evaluation,5,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL001467 | ECL009864
GT007550,calibration,6,CRM | ECOMMERCE | MARKETING,2,2,ECL003534 | ECL010346
GT007552,calibration,3,CRM | MARKETING | SUPPORT,2,2,ECL004164 | ECL009710
GT007554,calibration,16,CRM | ECOMMERCE | ONLINE | SUPPORT,2,2,ECL001249 | ECL010549
GT007565,evaluation,10,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL001598 | ECL010166
GT007573,calibration,3,ECOMMERCE | MARKETING,2,2,ECL007857 | ECL009760
GT007578,calibration,16,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL001264 | ECL010365
GT007579,evaluation,7,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL005462 | ECL010325
GT007585,evaluation,5,CRM | ECOMMERCE | MARKETING | SUPPORT,2,2,ECL000297 | ECL009728
GT007603,calibration,5,CRM | ECOMMERCE | MARKETING | SUPPORT,2,2,ECL003239 | ECL010634
GT007618,calibration,2,ECOMMERCE | MARKETING,2,2,ECL009124 | ECL010235
GT007631,calibration,6,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL001829 | ECL010292
GT007645,evaluation,16,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL005339 | ECL009696
GT007669,calibration,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL008606 | ECL010046
GT007676,calibration,3,CRM | MARKETING | SUPPORT,2,2,ECL003467 | ECL010245
GT007684,calibration,3,CRM | ECOMMERCE | MARKETING,2,2,ECL007545 | ECL008492
GT007688,evaluation,2,CRM | MARKETING,2,2,ECL007524 | ECL010412
GT007706,calibration,4,CRM | ECOMMERCE | MARKETING,2,2,ECL003989 | ECL010136
GT007714,calibration,4,CRM | MARKETING | SUPPORT,2,2,ECL000913 | ECL010454
GT007736,calibration,14,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL003710 | ECL009801
GT007737,calibration,3,CRM | ECOMMERCE | MARKETING,2,2,ECL001099 | ECL009648
GT007755,calibration,7,CRM | ECOMMERCE | MARKETING | ONLINE,3,2,ECL006157 | ECL010135
GT007756,evaluation,8,CRM | ECOMMERCE | MARKETING | SUPPORT,2,2,ECL006417 | ECL010262
GT007764,calibration,5,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL001300 | ECL009898
GT007779,calibration,10,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL004321 | ECL010525
GT007786,evaluation,7,CRM | MARKETING | ONLINE | SUPPORT,3,3,ECL006739 | ECL010367 | ECL010560
GT007795,evaluation,3,CRM | ECOMMERCE | MARKETING,2,2,ECL000251 | ECL009442
GT007805,calibration,7,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL001299 | ECL010048
GT007814,calibration,4,MARKETING | SUPPORT,2,2,ECL010036 | ECL010438
GT007841,calibration,5,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL005789 | ECL010349
GT007857,calibration,15,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL000617 | ECL010545
GT007858,evaluation,9,ECOMMERCE | MARKETING | ONLINE,2,2,ECL009178 | ECL010065
GT007866,calibration,11,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL003338 | ECL009980
GT007880,calibration,2,CRM | MARKETING,2,2,ECL006657 | ECL009963
GT007890,calibration,6,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL007069 | ECL009953
GT007891,evaluation,10,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL006975 | ECL009867
GT007907,calibration,2,MARKETING | SUPPORT,2,2,ECL009687 | ECL010623
GT007908,calibration,8,CRM | MARKETING | ONLINE,2,2,ECL006593 | ECL009708
GT007926,evaluation,4,CRM | ECOMMERCE | MARKETING,2,2,ECL002466 | ECL010338
GT007929,calibration,9,CRM | MARKETING | ONLINE | SUPPORT,2,2,ECL002568 | ECL010512
GT007978,evaluation,6,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL005037 | ECL009798
GT007980,evaluation,2,ECOMMERCE | MARKETING,2,2,ECL009382 | ECL010163
GT007991,calibration,2,MARKETING,2,2,ECL009727 | ECL009763
GT007998,calibration,2,MARKETING | SUPPORT,2,2,ECL010353 | ECL010537
GT007999,evaluation,2,CRM | MARKETING,2,2,ECL004958 | ECL010330
GT008003,evaluation,5,CRM | ECOMMERCE | MARKETING | SUPPORT,2,2,ECL007615 | ECL009936
GT008006,calibration,4,ECOMMERCE | MARKETING | ONLINE,2,2,ECL008988 | ECL010114
GT008010,calibration,3,ECOMMERCE | MARKETING | SUPPORT,2,2,ECL008243 | ECL010369
GT008033,calibration,5,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL005035 | ECL009722
GT008057,evaluation,8,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL000011 | ECL010437
GT008062,evaluation,14,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL007761 | ECL010002
GT008086,evaluation,10,CRM | MARKETING | ONLINE | SUPPORT,2,2,ECL000660 | ECL010255
GT008153,calibration,5,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL007760 | ECL009965
GT008159,evaluation,5,CRM | ECOMMERCE | MARKETING | SUPPORT,2,2,ECL000346 | ECL010333
GT008179,evaluation,5,CRM | ECOMMERCE | MARKETING,2,2,ECL000948 | ECL009807
GT008181,evaluation,4,CRM | MARKETING | SUPPORT,2,2,ECL001059 | ECL010547
GT008194,calibration,6,CRM | MARKETING | SUPPORT,2,2,ECL000658 | ECL009951
GT008224,calibration,4,CRM | ECOMMERCE | MARKETING,2,2,ECL002225 | ECL009556
GT008239,calibration,14,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL000160 | ECL010000
GT008257,calibration,7,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL004594 | ECL010566
GT008260,calibration,4,CRM | ECOMMERCE | SUPPORT,3,3,ECL002070 | ECL010420 | ECL010500
GT008313,calibration,6,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL005483 | ECL009811
GT008316,evaluation,11,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL005231 | ECL009891
GT008324,calibration,8,CRM | ECOMMERCE | ONLINE | SUPPORT,2,2,ECL003901 | ECL010626
GT008331,calibration,4,ECOMMERCE | MARKETING | SUPPORT,2,2,ECL008201 | ECL010035
GT008342,evaluation,6,CRM | MARKETING | ONLINE,2,2,ECL004679 | ECL009640
GT008373,calibration,4,ECOMMERCE | MARKETING | ONLINE,2,2,ECL008938 | ECL009748
GT008379,calibration,11,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL002878 | ECL010470
GT008385,calibration,4,CRM | ECOMMERCE | MARKETING,2,2,ECL006957 | ECL010031
GT008388,calibration,6,ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL008525 | ECL010607
GT008390,evaluation,5,ECOMMERCE | MARKETING,2,2,ECL008188 | ECL009513
GT008398,calibration,6,CRM | ECOMMERCE | MARKETING | SUPPORT,2,2,ECL003910 | ECL010509
GT008422,calibration,5,MARKETING | SUPPORT,3,3,ECL009918 | ECL010149 | ECL010527
GT008442,calibration,3,MARKETING,2,2,ECL010074 | ECL010212
GT008451,calibration,2,ECOMMERCE | MARKETING,2,2,ECL008889 | ECL010287
GT008509,calibration,3,MARKETING | SUPPORT,2,2,ECL009533 | ECL010423
GT008516,calibration,4,CRM | ECOMMERCE | MARKETING,2,2,ECL001820 | ECL009781
GT008522,evaluation,6,CRM | MARKETING | SUPPORT,2,2,ECL006280 | ECL009621
GT008525,calibration,2,CRM | MARKETING,2,2,ECL003115 | ECL010202
GT008546,calibration,6,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL007196 | ECL010196
GT008593,calibration,5,ECOMMERCE | MARKETING | ONLINE,2,2,ECL009243 | ECL009577
GT008599,calibration,7,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL004196 | ECL010300
GT008642,evaluation,9,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL006529 | ECL010521
GT008659,calibration,7,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL006665 | ECL009713
GT008666,calibration,6,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL007724 | ECL010285
GT008684,evaluation,3,CRM | ECOMMERCE | MARKETING,2,2,ECL004492 | ECL009133
GT008723,calibration,3,ECOMMERCE | MARKETING,2,2,ECL008261 | ECL009560
GT008733,calibration,5,ECOMMERCE | MARKETING | SUPPORT,2,2,ECL009268 | ECL010621
GT008771,calibration,6,CRM | MARKETING | ONLINE,2,2,ECL004261 | ECL009738
GT008782,evaluation,5,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL002787 | ECL009846
GT008810,evaluation,4,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL002289 | ECL010311
GT008823,calibration,6,ECOMMERCE | MARKETING | ONLINE,2,2,ECL008504 | ECL009537
GT008824,calibration,5,CRM | ECOMMERCE | MARKETING,2,2,ECL001475 | ECL009641
GT008841,evaluation,6,CRM | ECOMMERCE | MARKETING | SUPPORT,2,2,ECL006246 | ECL010024
GT008856,calibration,10,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL006340 | ECL010431
GT008873,evaluation,10,CRM | ONLINE | SUPPORT,2,2,ECL001253 | ECL010605
GT008904,calibration,8,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL005032 | ECL010355
GT008928,calibration,9,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL000738 | ECL009761
GT008930,calibration,3,CRM | ECOMMERCE | MARKETING,2,2,ECL005122 | ECL010179
GT008939,evaluation,2,MARKETING,2,2,ECL009984 | ECL009989
GT009002,evaluation,5,CRM | ECOMMERCE | MARKETING | SUPPORT,2,2,ECL002981 | ECL010443
GT009043,evaluation,6,ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL008183 | ECL010310
GT009061,evaluation,6,CRM | ECOMMERCE | ONLINE | SUPPORT,2,2,ECL004222 | ECL010464
GT009067,calibration,2,ECOMMERCE | MARKETING,2,2,ECL008704 | ECL009978
GT009118,calibration,6,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL003584 | ECL010520
GT009138,calibration,10,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL000604 | ECL010337
GT009169,evaluation,7,CRM | ECOMMERCE | MARKETING | SUPPORT,2,2,ECL000698 | ECL010625
GT009208,calibration,5,CRM | MARKETING | SUPPORT,2,2,ECL001702 | ECL010562
GT009218,calibration,3,CRM | ECOMMERCE | SUPPORT,2,2,ECL002554 | ECL010575
GT009243,calibration,4,ECOMMERCE | MARKETING | SUPPORT,2,2,ECL008089 | ECL009700
GT009291,calibration,8,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL004582 | ECL009993
GT009294,calibration,9,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL006922 | ECL009787
GT009358,evaluation,9,CRM | ECOMMERCE | ONLINE | SUPPORT,2,2,ECL005815 | ECL010450
GT009370,calibration,14,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL002556 | ECL009582
GT009378,evaluation,6,ECOMMERCE | MARKETING | ONLINE | SUPPORT,3,3,ECL008982 | ECL010481 | ECL010558
GT009390,calibration,7,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL003659 | ECL010307
GT009401,evaluation,3,CRM | MARKETING,2,2,ECL007660 | ECL009718
GT009402,calibration,3,CRM | MARKETING | SUPPORT,2,2,ECL004587 | ECL010544
GT009405,calibration,5,CRM | ECOMMERCE | MARKETING,2,2,ECL003602 | ECL009130
GT009416,calibration,12,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL006877 | ECL010209
GT009417,evaluation,11,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL002699 | ECL010518
GT009420,calibration,8,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL004831 | ECL009764
GT009427,evaluation,2,MARKETING,2,2,ECL009890 | ECL010319
GT009432,calibration,9,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL000953 | ECL010469
GT009451,calibration,6,MARKETING | SUPPORT,2,2,ECL009740 | ECL010488
GT009459,calibration,2,ECOMMERCE | MARKETING,2,2,ECL009483 | ECL010386
GT009467,calibration,2,ECOMMERCE | MARKETING,2,2,ECL008732 | ECL010173
GT009470,calibration,10,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,3,3,ECL002547 | ECL009791 | ECL010513
GT009477,evaluation,4,CRM | MARKETING | SUPPORT,2,2,ECL004713 | ECL009694
GT009485,calibration,3,CRM | MARKETING | SUPPORT,2,2,ECL007435 | ECL010244
GT009490,calibration,9,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL006981 | ECL010022
GT009501,calibration,5,ECOMMERCE | MARKETING | SUPPORT,2,2,ECL008202 | ECL009573
GT009503,evaluation,5,ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL009263 | ECL010221
GT009512,calibration,7,CRM | ECOMMERCE | MARKETING,2,2,ECL003126 | ECL009720
GT009514,calibration,13,CRM | ECOMMERCE | ONLINE | SUPPORT,2,2,ECL002644 | ECL010506
GT009523,evaluation,3,CRM | MARKETING | SUPPORT,2,2,ECL006886 | ECL010632
GT009539,evaluation,3,CRM | MARKETING,2,2,ECL002298 | ECL010072
GT009554,evaluation,4,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL001161 | ECL010016
GT009591,calibration,4,CRM | MARKETING | SUPPORT,2,2,ECL003705 | ECL010141
GT009605,calibration,2,ECOMMERCE | MARKETING,2,2,ECL009434 | ECL010233
GT009614,evaluation,3,MARKETING | SUPPORT,2,2,ECL009729 | ECL010448
GT009617,calibration,8,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL000995 | ECL009643
GT009637,calibration,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL009285 | ECL010465
GT009652,calibration,2,ECOMMERCE | MARKETING,2,2,ECL008508 | ECL009886
GT009676,calibration,8,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL000980 | ECL009894
GT009709,calibration,4,CRM | ECOMMERCE | MARKETING,2,2,ECL000427 | ECL009514
GT009716,evaluation,6,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL004347 | ECL010116
GT009717,calibration,7,CRM | ECOMMERCE | MARKETING,2,2,ECL004911 | ECL010030
GT009718,evaluation,3,ECOMMERCE | MARKETING | ONLINE,2,2,ECL008457 | ECL009711
GT009733,evaluation,10,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL005387 | ECL009780
GT009746,evaluation,2,MARKETING | SUPPORT,2,2,ECL009569 | ECL010638
GT009751,evaluation,3,CRM | ECOMMERCE | MARKETING,2,2,ECL001557 | ECL009553
GT009760,calibration,4,MARKETING | SUPPORT,3,3,ECL009998 | ECL010077 | ECL010445
GT009801,evaluation,3,MARKETING | SUPPORT,2,2,ECL009706 | ECL010526
GT009806,calibration,3,CRM | MARKETING | SUPPORT,2,2,ECL002293 | ECL010442
GT009808,evaluation,5,ECOMMERCE | MARKETING | ONLINE | SUPPORT,3,2,ECL009472 | ECL010395
GT009809,calibration,5,CRM | ECOMMERCE | ONLINE | SUPPORT,2,2,ECL003036 | ECL010584
GT009818,evaluation,3,CRM | ECOMMERCE | MARKETING,2,2,ECL006872 | ECL008594
GT009824,evaluation,13,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL002358 | ECL010556
GT009833,calibration,6,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL003476 | ECL010243
GT009835,calibration,7,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL002467 | ECL008418
GT009889,calibration,9,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL002172 | ECL008782
GT009892,calibration,6,CRM | ECOMMERCE | MARKETING,2,2,ECL001843 | ECL009506
GT009894,calibration,15,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL007300 | ECL010291
GT009911,calibration,7,CRM | MARKETING | SUPPORT,2,2,ECL001751 | ECL010561
GT009913,calibration,3,CRM | ECOMMERCE | MARKETING,2,2,ECL003542 | ECL010324
GT009918,calibration,8,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL004603 | ECL010150
GT009938,evaluation,3,ECOMMERCE | MARKETING,2,2,ECL008240 | ECL009572
GT009958,calibration,3,MARKETING | SUPPORT,2,2,ECL010308 | ECL010362
GT009960,calibration,10,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL001835 | ECL009907
GT009969,calibration,3,ECOMMERCE | MARKETING,2,2,ECL008394 | ECL009973
GT009974,evaluation,4,ECOMMERCE | MARKETING,2,2,ECL007873 | ECL009539
GT009977,calibration,11,CRM | ECOMMERCE | MARKETING | ONLINE | SUPPORT,2,2,ECL004331 | ECL009820
GT009990,evaluation,10,CRM | ECOMMERCE | MARKETING | ONLINE,2,2,ECL005484 | ECL010374
