staging_record_id,source_system,source_record_id,ground_truth_id,evaluation_split
STG027534,MARKETING,MKT006232,GT003789,calibration
STG027535,MARKETING,MKT006233,GT003330,calibration
STG027536,MARKETING,MKT006234,GT000268,evaluation
STG027537,MARKETING,MKT006235,GT007727,calibration
STG027538,MARKETING,MKT006236,GT007332,evaluation
STG027539,MARKETING,MKT006237,GT009407,calibration
STG027540,MARKETING,MKT006238,GT001718,calibration
STG027541,MARKETING,MKT006239,GT001123,evaluation
STG027542,MARKETING,MKT006240,GT000329,evaluation
STG027543,MARKETING,MKT006241,GT007458,calibration
STG027544,MARKETING,MKT006242,GT002414,evaluation
STG027545,MARKETING,MKT006243,GT006980,calibration
STG027546,MARKETING,MKT006244,GT000822,calibration
STG027547,MARKETING,MKT006245,GT002285,calibration
STG027548,MARKETING,MKT006246,GT000354,evaluation
STG027549,MARKETING,MKT006247,GT009631,calibration
STG027550,MARKETING,MKT006248,GT001361,evaluation
STG027551,MARKETING,MKT006249,GT000921,calibration
STG027552,MARKETING,MKT006250,GT000444,evaluation
STG027553,MARKETING,MKT006251,GT009587,calibration
STG027554,MARKETING,MKT006252,GT006726,calibration
STG027555,MARKETING,MKT006253,GT009959,evaluation
STG027556,MARKETING,MKT006254,GT007983,calibration
STG027557,MARKETING,MKT006255,GT007350,calibration
STG027558,MARKETING,MKT006256,GT003206,calibration
STG027559,MARKETING,MKT006257,GT001704,calibration
STG027560,MARKETING,MKT006258,GT002608,evaluation
STG027561,MARKETING,MKT006259,GT007813,calibration
STG027562,MARKETING,MKT006260,GT002195,calibration
STG027563,MARKETING,MKT006261,GT001541,calibration
STG027564,MARKETING,MKT006262,GT006934,calibration
STG027565,MARKETING,MKT006263,GT002102,calibration
STG027566,MARKETING,MKT006264,GT000114,calibration
STG027567,MARKETING,MKT006265,GT005750,calibration
STG027568,MARKETING,MKT006266,GT000445,calibration
STG027569,MARKETING,MKT006267,GT007168,calibration
STG027570,MARKETING,MKT006268,GT001540,calibration
STG027571,MARKETING,MKT006269,GT004097,calibration
STG027572,MARKETING,MKT006270,GT006039,evaluation
STG027573,MARKETING,MKT006271,GT009521,evaluation
STG027574,MARKETING,MKT006272,GT007420,calibration
STG027575,MARKETING,MKT006273,GT007607,calibration
STG027576,MARKETING,MKT006274,GT002153,calibration
STG027577,MARKETING,MKT006275,GT004906,evaluation
STG027578,MARKETING,MKT006276,GT008300,calibration
STG027579,MARKETING,MKT006277,GT004808,calibration
STG027580,MARKETING,MKT006278,GT007134,evaluation
STG027581,MARKETING,MKT006279,GT000708,calibration
STG027582,MARKETING,MKT006280,GT003995,evaluation
STG027583,MARKETING,MKT006281,GT008172,calibration
STG027584,MARKETING,MKT006282,GT006454,evaluation
STG027585,MARKETING,MKT006283,GT000221,calibration
STG027586,MARKETING,MKT006284,GT001019,evaluation
STG027587,MARKETING,MKT006285,GT002940,evaluation
STG027588,MARKETING,MKT006286,GT006151,calibration
STG027589,MARKETING,MKT006287,GT000080,calibration
STG027590,MARKETING,MKT006288,GT007730,calibration
STG027591,MARKETING,MKT006289,GT002485,evaluation
STG027592,MARKETING,MKT006290,GT007181,evaluation
STG027593,MARKETING,MKT006291,GT004721,calibration
STG027594,MARKETING,MKT006292,GT006632,calibration
STG027595,MARKETING,MKT006293,GT009350,evaluation
STG027596,MARKETING,MKT006294,GT000203,calibration
STG027597,MARKETING,MKT006295,GT003745,calibration
STG027598,MARKETING,MKT006296,GT006834,calibration
STG027599,MARKETING,MKT006297,GT009107,calibration
STG027600,MARKETING,MKT006298,GT005819,evaluation
STG027601,MARKETING,MKT006299,GT001780,calibration
STG027602,MARKETING,MKT006300,GT003071,calibration
STG027603,MARKETING,MKT006301,GT004617,calibration
STG027604,MARKETING,MKT006302,GT000398,calibration
STG027605,MARKETING,MKT006303,GT000217,calibration
STG027606,MARKETING,MKT006304,GT001026,calibration
STG027607,MARKETING,MKT006305,GT003070,calibration
STG027608,MARKETING,MKT006306,GT002812,calibration
STG027609,MARKETING,MKT006307,GT002617,evaluation
STG027610,MARKETING,MKT006308,GT001508,calibration
STG027611,MARKETING,MKT006309,GT004273,calibration
STG027612,MARKETING,MKT006310,GT005279,calibration
STG027613,MARKETING,MKT006311,GT009834,calibration
STG027614,MARKETING,MKT006312,GT004963,calibration
STG027615,MARKETING,MKT006313,GT005729,calibration
STG027616,MARKETING,MKT006314,GT006086,calibration
STG027617,MARKETING,MKT006315,GT008742,evaluation
STG027618,MARKETING,MKT006316,GT003939,evaluation
STG027619,MARKETING,MKT006317,GT004779,calibration
STG027620,MARKETING,MKT006318,GT002252,calibration
STG027621,MARKETING,MKT006319,GT009882,calibration
STG027622,MARKETING,MKT006320,GT004147,evaluation
STG027623,MARKETING,MKT006321,GT005677,evaluation
STG027624,MARKETING,MKT006322,GT003074,calibration
STG027625,MARKETING,MKT006323,GT009449,calibration
STG027626,MARKETING,MKT006324,GT008853,calibration
STG027627,MARKETING,MKT006325,GT009064,calibration
STG027628,MARKETING,MKT006326,GT007007,calibration
STG027629,MARKETING,MKT006327,GT008437,evaluation
STG027630,MARKETING,MKT006328,GT008724,calibration
STG027631,MARKETING,MKT006329,GT007439,evaluation
STG027632,MARKETING,MKT006330,GT009006,calibration
STG027633,MARKETING,MKT006331,GT004469,calibration
STG027634,MARKETING,MKT006332,GT009781,calibration
STG027635,MARKETING,MKT006333,GT007208,calibration
STG027636,MARKETING,MKT006334,GT008158,calibration
STG027637,MARKETING,MKT006335,GT004394,calibration
STG027638,MARKETING,MKT006336,GT005830,evaluation
STG027639,MARKETING,MKT006337,GT008284,calibration
STG027640,MARKETING,MKT006338,GT003692,calibration
STG027641,MARKETING,MKT006339,GT009906,evaluation
STG027642,MARKETING,MKT006340,GT007935,calibration
STG027643,MARKETING,MKT006341,GT002652,evaluation
STG027644,MARKETING,MKT006342,GT006826,calibration
STG027645,MARKETING,MKT006343,GT007500,calibration
STG027646,MARKETING,MKT006344,GT007898,evaluation
STG027647,MARKETING,MKT006345,GT006085,evaluation
STG027648,MARKETING,MKT006346,GT005393,calibration
STG027649,MARKETING,MKT006347,GT004648,calibration
STG027650,MARKETING,MKT006348,GT005782,calibration
STG027651,MARKETING,MKT006349,GT009053,calibration
STG027652,MARKETING,MKT006350,GT007251,evaluation
STG027653,MARKETING,MKT006351,GT009854,calibration
STG027654,MARKETING,MKT006352,GT009623,calibration
STG027655,MARKETING,MKT006353,GT001868,calibration
STG027656,MARKETING,MKT006354,GT006269,calibration
STG027657,MARKETING,MKT006355,GT005962,calibration
STG027658,MARKETING,MKT006356,GT008109,calibration
STG027659,MARKETING,MKT006357,GT007827,evaluation
STG027660,MARKETING,MKT006358,GT004316,calibration
STG027661,MARKETING,MKT006359,GT007080,calibration
STG027662,MARKETING,MKT006360,GT001816,calibration
STG027663,MARKETING,MKT006361,GT009924,calibration
STG027664,MARKETING,MKT006362,GT009554,evaluation
STG027665,MARKETING,MKT006363,GT002669,calibration
STG027666,MARKETING,MKT006364,GT005751,calibration
STG027667,MARKETING,MKT006365,GT002513,calibration
STG027668,MARKETING,MKT006366,GT005218,evaluation
STG027669,MARKETING,MKT006367,GT002098,evaluation
STG027670,MARKETING,MKT006368,GT009247,calibration
STG027671,MARKETING,MKT006369,GT000768,evaluation
STG027672,MARKETING,MKT006370,GT008563,calibration
STG027673,MARKETING,MKT006371,GT009038,calibration
STG027674,MARKETING,MKT006372,GT004730,calibration
STG027675,MARKETING,MKT006373,GT008332,calibration
STG027676,MARKETING,MKT006374,GT007357,evaluation
STG027677,MARKETING,MKT006375,GT005593,calibration
STG027678,MARKETING,MKT006376,GT000077,evaluation
STG027679,MARKETING,MKT006377,GT008270,calibration
STG027680,MARKETING,MKT006378,GT004515,evaluation
STG027681,MARKETING,MKT006379,GT005504,evaluation
STG027682,MARKETING,MKT006380,GT007305,calibration
STG027683,MARKETING,MKT006381,GT003110,evaluation
STG027684,MARKETING,MKT006382,GT006912,calibration
STG027685,MARKETING,MKT006383,GT009994,calibration
STG027686,MARKETING,MKT006384,GT009843,calibration
STG027687,MARKETING,MKT006385,GT008589,evaluation
STG027688,MARKETING,MKT006386,GT004979,calibration
STG027689,MARKETING,MKT006387,GT006446,calibration
STG027690,MARKETING,MKT006388,GT001430,calibration
STG027691,MARKETING,MKT006389,GT003293,calibration
STG027692,MARKETING,MKT006390,GT000663,evaluation
STG027693,MARKETING,MKT006391,GT000525,calibration
STG027694,MARKETING,MKT006392,GT006593,calibration
STG027695,MARKETING,MKT006393,GT008245,calibration
STG027696,MARKETING,MKT006394,GT004585,evaluation
STG027697,MARKETING,MKT006395,GT007773,calibration
STG027698,MARKETING,MKT006396,GT006675,evaluation
STG027699,MARKETING,MKT006397,GT008980,evaluation
STG027700,MARKETING,MKT006398,GT003408,evaluation
STG027701,MARKETING,MKT006399,GT004617,calibration
STG027702,MARKETING,MKT006400,GT002646,calibration
STG027703,MARKETING,MKT006401,GT004199,calibration
STG027704,MARKETING,MKT006402,GT007317,evaluation
STG027705,MARKETING,MKT006403,GT009510,calibration
STG027706,MARKETING,MKT006404,GT001220,calibration
STG027707,MARKETING,MKT006405,GT005139,evaluation
STG027708,MARKETING,MKT006406,GT002508,evaluation
STG027709,MARKETING,MKT006407,GT009188,evaluation
STG027710,MARKETING,MKT006408,GT004114,evaluation
STG027711,MARKETING,MKT006409,GT007365,evaluation
STG027712,MARKETING,MKT006410,GT004364,calibration
STG027713,MARKETING,MKT006411,GT007902,calibration
STG027714,MARKETING,MKT006412,GT007832,calibration
STG027715,MARKETING,MKT006413,GT006536,evaluation
STG027716,MARKETING,MKT006414,GT003330,calibration
STG027717,MARKETING,MKT006415,GT003029,calibration
STG027718,MARKETING,MKT006416,GT009298,calibration
STG027719,MARKETING,MKT006417,GT001894,evaluation
STG027720,MARKETING,MKT006418,GT009490,calibration
STG027721,MARKETING,MKT006419,GT008448,calibration
STG027722,MARKETING,MKT006420,GT009511,calibration
STG027723,MARKETING,MKT006421,GT001062,calibration
STG027724,MARKETING,MKT006422,GT005695,calibration
STG027725,MARKETING,MKT006423,GT009567,calibration
STG027726,MARKETING,MKT006424,GT008192,evaluation
STG027727,MARKETING,MKT006425,GT002047,calibration
STG027728,MARKETING,MKT006426,GT005434,calibration
STG027729,MARKETING,MKT006427,GT005012,calibration
STG027730,MARKETING,MKT006428,GT008921,evaluation
STG027731,MARKETING,MKT006429,GT007143,calibration
STG027732,MARKETING,MKT006430,GT001308,evaluation
STG027733,MARKETING,MKT006431,GT008251,calibration
STG027734,MARKETING,MKT006432,GT007492,calibration
STG027735,MARKETING,MKT006433,GT001465,calibration
STG027736,MARKETING,MKT006434,GT002499,calibration
STG027737,MARKETING,MKT006435,GT001045,evaluation
STG027738,MARKETING,MKT006436,GT001291,calibration
STG027739,MARKETING,MKT006437,GT000568,calibration
STG027740,MARKETING,MKT006438,GT009142,calibration
STG027741,MARKETING,MKT006439,GT008647,evaluation
STG027742,MARKETING,MKT006440,GT003100,evaluation
STG027743,MARKETING,MKT006441,GT007697,calibration
STG027744,MARKETING,MKT006442,GT001041,evaluation
STG027745,MARKETING,MKT006443,GT003274,calibration
STG027746,MARKETING,MKT006444,GT003830,evaluation
STG027747,MARKETING,MKT006445,GT005251,calibration
STG027748,MARKETING,MKT006446,GT002207,evaluation
STG027749,MARKETING,MKT006447,GT001477,calibration
STG027750,MARKETING,MKT006448,GT001296,calibration
STG027751,MARKETING,MKT006449,GT003551,evaluation
STG027752,MARKETING,MKT006450,GT007242,calibration
STG027753,MARKETING,MKT006451,GT003717,calibration
STG027754,MARKETING,MKT006452,GT008002,calibration
STG027755,MARKETING,MKT006453,GT001349,evaluation
STG027756,MARKETING,MKT006454,GT009667,calibration
STG027757,MARKETING,MKT006455,GT005107,calibration
STG027758,MARKETING,MKT006456,GT003079,calibration
STG027759,MARKETING,MKT006457,GT003556,calibration
STG027760,MARKETING,MKT006458,GT009183,calibration
STG027761,MARKETING,MKT006459,GT003570,calibration
STG027762,MARKETING,MKT006460,GT006648,calibration
STG027763,MARKETING,MKT006461,GT004337,calibration
STG027764,MARKETING,MKT006462,GT001827,calibration
STG027765,MARKETING,MKT006463,GT000856,evaluation
STG027766,MARKETING,MKT006464,GT002860,calibration
STG027767,MARKETING,MKT006465,GT006539,calibration
STG027768,MARKETING,MKT006466,GT000437,calibration
STG027769,MARKETING,MKT006467,GT001929,evaluation
STG027770,MARKETING,MKT006468,GT009185,calibration
STG027771,MARKETING,MKT006469,GT002492,evaluation
STG027772,MARKETING,MKT006470,GT000007,calibration
STG027773,MARKETING,MKT006471,GT007627,calibration
STG027774,MARKETING,MKT006472,GT009847,evaluation
STG027775,MARKETING,MKT006473,GT007725,evaluation
STG027776,MARKETING,MKT006474,GT004661,calibration
STG027777,MARKETING,MKT006475,GT004783,calibration
STG027778,MARKETING,MKT006476,GT008867,calibration
STG027779,MARKETING,MKT006477,GT006138,calibration
STG027780,MARKETING,MKT006478,GT008841,evaluation
STG027781,MARKETING,MKT006479,GT004931,evaluation
STG027782,MARKETING,MKT006480,GT000795,evaluation
STG027783,MARKETING,MKT006481,GT002060,evaluation
STG027784,MARKETING,MKT006482,GT006903,evaluation
STG027785,MARKETING,MKT006483,GT007475,calibration
STG027786,MARKETING,MKT006484,GT006755,evaluation
STG027787,MARKETING,MKT006485,GT002942,calibration
STG027788,MARKETING,MKT006486,GT005129,calibration
STG027789,MARKETING,MKT006487,GT003466,calibration
STG027790,MARKETING,MKT006488,GT004780,evaluation
STG027791,MARKETING,MKT006489,GT007334,calibration
STG027792,MARKETING,MKT006490,GT003623,calibration
STG027793,MARKETING,MKT006491,GT000026,evaluation
STG027794,MARKETING,MKT006492,GT003040,calibration
STG027795,MARKETING,MKT006493,GT007165,calibration
STG027796,MARKETING,MKT006494,GT008388,calibration
STG027797,MARKETING,MKT006495,GT001163,evaluation
STG027798,MARKETING,MKT006496,GT006879,calibration
STG027799,MARKETING,MKT006497,GT002162,calibration
STG027800,MARKETING,MKT006498,GT007779,calibration
STG027801,MARKETING,MKT006499,GT007641,evaluation
STG027802,MARKETING,MKT006500,GT001026,calibration
STG027803,MARKETING,MKT006501,GT007402,calibration
STG027804,MARKETING,MKT006502,GT009793,calibration
STG027805,MARKETING,MKT006503,GT001128,calibration
STG027806,MARKETING,MKT006504,GT002431,calibration
STG027807,MARKETING,MKT006505,GT006693,calibration
STG027808,MARKETING,MKT006506,GT009637,calibration
STG027809,MARKETING,MKT006507,GT002734,calibration
STG027810,MARKETING,MKT006508,GT006122,evaluation
STG027811,MARKETING,MKT006509,GT002097,evaluation
STG027812,MARKETING,MKT006510,GT006938,calibration
STG027813,MARKETING,MKT006511,GT005370,calibration
STG027814,MARKETING,MKT006512,GT005320,evaluation
STG027815,MARKETING,MKT006513,GT005046,calibration
STG027816,MARKETING,MKT006514,GT000205,calibration
STG027817,MARKETING,MKT006515,GT005686,calibration
STG027818,MARKETING,MKT006516,GT002833,calibration
STG027819,MARKETING,MKT006517,GT007867,calibration
STG027820,MARKETING,MKT006518,GT003993,calibration
STG027821,MARKETING,MKT006519,GT002295,calibration
STG027822,MARKETING,MKT006520,GT009717,calibration
STG027823,MARKETING,MKT006521,GT005566,evaluation
STG027824,MARKETING,MKT006522,GT009353,evaluation
STG027825,MARKETING,MKT006523,GT000117,calibration
STG027826,MARKETING,MKT006524,GT009657,evaluation
STG027827,MARKETING,MKT006525,GT001312,evaluation
STG027828,MARKETING,MKT006526,GT006076,calibration
STG027829,MARKETING,MKT006527,GT005882,evaluation
STG027830,MARKETING,MKT006528,GT000427,evaluation
STG027831,MARKETING,MKT006529,GT008779,evaluation
STG027832,MARKETING,MKT006530,GT008909,calibration
STG027833,MARKETING,MKT006531,GT007602,calibration
STG027834,MARKETING,MKT006532,GT004500,calibration
STG027835,MARKETING,MKT006533,GT009849,calibration
STG027836,MARKETING,MKT006534,GT008385,calibration
STG027837,MARKETING,MKT006535,GT004062,calibration
STG027838,MARKETING,MKT006536,GT007360,evaluation
STG027839,MARKETING,MKT006537,GT009443,calibration
STG027840,MARKETING,MKT006538,GT008012,calibration
STG027841,MARKETING,MKT006539,GT008943,evaluation
STG027842,MARKETING,MKT006540,GT009167,evaluation
STG027843,MARKETING,MKT006541,GT005926,calibration
STG027844,MARKETING,MKT006542,GT008306,calibration
STG027845,MARKETING,MKT006543,GT002236,calibration
STG027846,MARKETING,MKT006544,GT001317,calibration
STG027847,MARKETING,MKT006545,GT002340,calibration
STG027848,MARKETING,MKT006546,GT005822,evaluation
STG027849,MARKETING,MKT006547,GT005408,evaluation
STG027850,MARKETING,MKT006548,GT009571,calibration
STG027851,MARKETING,MKT006549,GT003848,calibration
STG027852,MARKETING,MKT006550,GT000601,calibration
STG027853,MARKETING,MKT006551,GT000359,calibration
STG027854,MARKETING,MKT006552,GT009048,evaluation
STG027855,MARKETING,MKT006553,GT002385,calibration
STG027856,MARKETING,MKT006554,GT006318,evaluation
STG027857,MARKETING,MKT006555,GT005805,evaluation
STG027858,MARKETING,MKT006556,GT009325,calibration
STG027859,MARKETING,MKT006557,GT008314,calibration
STG027860,MARKETING,MKT006558,GT003762,calibration
STG027861,MARKETING,MKT006559,GT003500,calibration
STG027862,MARKETING,MKT006560,GT008247,evaluation
STG027863,MARKETING,MKT006561,GT008755,calibration
STG027864,MARKETING,MKT006562,GT001722,evaluation
STG027865,MARKETING,MKT006563,GT009871,evaluation
STG027866,MARKETING,MKT006564,GT005322,evaluation
STG027867,MARKETING,MKT006565,GT001371,evaluation
STG027868,MARKETING,MKT006566,GT007896,evaluation
STG027869,MARKETING,MKT006567,GT003110,evaluation
STG027870,MARKETING,MKT006568,GT008331,calibration
STG027871,MARKETING,MKT006569,GT008537,calibration
STG027872,MARKETING,MKT006570,GT004257,calibration
STG027873,MARKETING,MKT006571,GT001369,calibration
STG027874,MARKETING,MKT006572,GT007814,calibration
STG027875,MARKETING,MKT006573,GT001494,calibration
STG027876,MARKETING,MKT006574,GT006670,calibration
STG027877,MARKETING,MKT006575,GT002509,evaluation
STG027878,MARKETING,MKT006576,GT006036,calibration
STG027879,MARKETING,MKT006577,GT006135,calibration
STG027880,MARKETING,MKT006578,GT004733,calibration
STG027881,MARKETING,MKT006579,GT006711,calibration
STG027882,MARKETING,MKT006580,GT003360,calibration
STG027883,MARKETING,MKT006581,GT001761,calibration
STG027884,MARKETING,MKT006582,GT003330,calibration
STG027885,MARKETING,MKT006583,GT009184,evaluation
STG027886,MARKETING,MKT006584,GT009811,evaluation
STG027887,MARKETING,MKT006585,GT006468,evaluation
STG027888,MARKETING,MKT006586,GT001060,calibration
STG027889,MARKETING,MKT006587,GT004900,calibration
STG027890,MARKETING,MKT006588,GT006419,evaluation
STG027891,MARKETING,MKT006589,GT007099,calibration
STG027892,MARKETING,MKT006590,GT009753,evaluation
STG027893,MARKETING,MKT006591,GT004859,calibration
STG027894,MARKETING,MKT006592,GT009070,calibration
STG027895,MARKETING,MKT006593,GT001004,calibration
STG027896,MARKETING,MKT006594,GT000770,calibration
STG027897,MARKETING,MKT006595,GT006214,evaluation
STG027898,MARKETING,MKT006596,GT001301,calibration
STG027899,MARKETING,MKT006597,GT007305,calibration
STG027900,MARKETING,MKT006598,GT007918,evaluation
STG027901,MARKETING,MKT006599,GT000752,calibration
STG027902,MARKETING,MKT006600,GT001848,calibration
STG027903,MARKETING,MKT006601,GT002141,calibration
STG027904,MARKETING,MKT006602,GT001079,evaluation
STG027905,MARKETING,MKT006603,GT006421,calibration
STG027906,MARKETING,MKT006604,GT002776,calibration
STG027907,MARKETING,MKT006605,GT006714,calibration
STG027908,MARKETING,MKT006606,GT004989,calibration
STG027909,MARKETING,MKT006607,GT002732,calibration
STG027910,MARKETING,MKT006608,GT009200,calibration
STG027911,MARKETING,MKT006609,GT002891,calibration
STG027912,MARKETING,MKT006610,GT004109,evaluation
STG027913,MARKETING,MKT006611,GT002203,calibration
STG027914,MARKETING,MKT006612,GT002994,evaluation
STG027915,MARKETING,MKT006613,GT002811,calibration
STG027916,MARKETING,MKT006614,GT001435,calibration
STG027917,MARKETING,MKT006615,GT007293,evaluation
STG027918,MARKETING,MKT006616,GT007342,calibration
STG027919,MARKETING,MKT006617,GT009775,evaluation
STG027920,MARKETING,MKT006618,GT008616,calibration
STG027921,MARKETING,MKT006619,GT005083,evaluation
STG027922,MARKETING,MKT006620,GT003876,calibration
STG027923,MARKETING,MKT006621,GT008432,calibration
STG027924,MARKETING,MKT006622,GT004282,calibration
STG027925,MARKETING,MKT006623,GT004969,calibration
STG027926,MARKETING,MKT006624,GT002984,evaluation
STG027927,MARKETING,MKT006625,GT008655,evaluation
STG027928,MARKETING,MKT006626,GT008417,evaluation
STG027929,MARKETING,MKT006627,GT006964,calibration
STG027930,MARKETING,MKT006628,GT008512,calibration
STG027931,MARKETING,MKT006629,GT001269,evaluation
STG027932,MARKETING,MKT006630,GT004892,calibration
STG027933,MARKETING,MKT006631,GT002610,calibration
STG027934,MARKETING,MKT006632,GT002264,calibration
STG027935,MARKETING,MKT006633,GT007989,evaluation
STG027936,MARKETING,MKT006634,GT004781,calibration
STG027937,MARKETING,MKT006635,GT009293,calibration
STG027938,MARKETING,MKT006636,GT001830,evaluation
STG027939,MARKETING,MKT006637,GT002198,evaluation
STG027940,MARKETING,MKT006638,GT005957,calibration
STG027941,MARKETING,MKT006639,GT003041,calibration
STG027942,MARKETING,MKT006640,GT009665,evaluation
STG027943,MARKETING,MKT006641,GT003198,evaluation
STG027944,MARKETING,MKT006642,GT002179,evaluation
STG027945,MARKETING,MKT006643,GT009791,calibration
STG027946,MARKETING,MKT006644,GT004786,evaluation
STG027947,MARKETING,MKT006645,GT003681,calibration
STG027948,MARKETING,MKT006646,GT005997,evaluation
STG027949,MARKETING,MKT006647,GT003083,calibration
STG027950,MARKETING,MKT006648,GT005830,evaluation
STG027951,MARKETING,MKT006649,GT005571,evaluation
STG027952,MARKETING,MKT006650,GT008189,calibration
STG027953,MARKETING,MKT006651,GT001718,calibration
STG027954,MARKETING,MKT006652,GT006308,evaluation
STG027955,MARKETING,MKT006653,GT002183,calibration
STG027956,MARKETING,MKT006654,GT006031,calibration
STG027957,MARKETING,MKT006655,GT009672,calibration
STG027958,MARKETING,MKT006656,GT006123,calibration
STG027959,MARKETING,MKT006657,GT000602,calibration
STG027960,MARKETING,MKT006658,GT006325,evaluation
STG027961,MARKETING,MKT006659,GT000602,calibration
STG027962,MARKETING,MKT006660,GT008261,calibration
STG027963,MARKETING,MKT006661,GT000183,calibration
STG027964,MARKETING,MKT006662,GT003151,calibration
STG027965,MARKETING,MKT006663,GT004449,calibration
STG027966,MARKETING,MKT006664,GT007793,calibration
STG027967,MARKETING,MKT006665,GT001746,calibration
STG027968,MARKETING,MKT006666,GT004339,calibration
STG027969,MARKETING,MKT006667,GT005437,evaluation
STG027970,MARKETING,MKT006668,GT002441,calibration
STG027971,MARKETING,MKT006669,GT000375,calibration
STG027972,MARKETING,MKT006670,GT000923,calibration
STG027973,MARKETING,MKT006671,GT007951,calibration
STG027974,MARKETING,MKT006672,GT009098,evaluation
STG027975,MARKETING,MKT006673,GT009666,evaluation
STG027976,MARKETING,MKT006674,GT003902,calibration
STG027977,MARKETING,MKT006675,GT005190,calibration
STG027978,MARKETING,MKT006676,GT005229,calibration
STG027979,MARKETING,MKT006677,GT007482,calibration
STG027980,MARKETING,MKT006678,GT003288,evaluation
STG027981,MARKETING,MKT006679,GT001726,calibration
STG027982,MARKETING,MKT006680,GT000166,calibration
STG027983,MARKETING,MKT006681,GT009742,calibration
STG027984,MARKETING,MKT006682,GT000906,calibration
STG027985,MARKETING,MKT006683,GT000634,calibration
STG027986,MARKETING,MKT006684,GT009016,calibration
STG027987,MARKETING,MKT006685,GT006159,calibration
STG027988,MARKETING,MKT006686,GT007412,evaluation
STG027989,MARKETING,MKT006687,GT003825,calibration
STG027990,MARKETING,MKT006688,GT004534,evaluation
STG027991,MARKETING,MKT006689,GT000167,calibration
STG027992,MARKETING,MKT006690,GT003487,calibration
STG027993,MARKETING,MKT006691,GT005314,evaluation
STG027994,MARKETING,MKT006692,GT002158,calibration
STG027995,MARKETING,MKT006693,GT003495,calibration
STG027996,MARKETING,MKT006694,GT003902,calibration
STG027997,MARKETING,MKT006695,GT006400,evaluation
STG027998,MARKETING,MKT006696,GT008719,calibration
STG027999,MARKETING,MKT006697,GT007669,calibration
STG028000,MARKETING,MKT006698,GT005224,calibration
STG028001,MARKETING,MKT006699,GT004686,evaluation
STG028002,MARKETING,MKT006700,GT002846,calibration
STG028003,MARKETING,MKT006701,GT007349,evaluation
STG028004,MARKETING,MKT006702,GT007628,calibration
STG028005,MARKETING,MKT006703,GT000081,calibration
STG028006,MARKETING,MKT006704,GT000928,calibration
STG028007,MARKETING,MKT006705,GT009779,calibration
STG028008,MARKETING,MKT006706,GT005410,calibration
STG028009,MARKETING,MKT006707,GT000119,calibration
STG028010,MARKETING,MKT006708,GT001201,calibration
STG028011,MARKETING,MKT006709,GT002903,calibration
STG028012,MARKETING,MKT006710,GT008011,calibration
STG028013,MARKETING,MKT006711,GT003475,calibration
STG028014,MARKETING,MKT006712,GT005642,calibration
STG028015,MARKETING,MKT006713,GT003532,calibration
STG028016,MARKETING,MKT006714,GT009988,calibration
STG028017,MARKETING,MKT006715,GT002236,calibration
STG028018,MARKETING,MKT006716,GT008322,evaluation
STG028019,MARKETING,MKT006717,GT000141,evaluation
STG028020,MARKETING,MKT006718,GT006633,calibration
STG028021,MARKETING,MKT006719,GT007488,calibration
STG028022,MARKETING,MKT006720,GT002139,calibration
STG028023,MARKETING,MKT006721,GT000126,calibration
STG028024,MARKETING,MKT006722,GT001162,evaluation
STG028025,MARKETING,MKT006723,GT004505,evaluation
STG028026,MARKETING,MKT006724,GT002982,calibration
STG028027,MARKETING,MKT006725,GT000805,evaluation
STG028028,MARKETING,MKT006726,GT003951,evaluation
STG028029,MARKETING,MKT006727,GT000780,calibration
STG028030,MARKETING,MKT006728,GT006343,calibration
STG028031,MARKETING,MKT006729,GT007200,calibration
STG028032,MARKETING,MKT006730,GT006965,calibration
STG028033,MARKETING,MKT006731,GT003652,calibration
STG028034,MARKETING,MKT006732,GT002847,calibration
STG028035,MARKETING,MKT006733,GT009400,evaluation
STG028036,MARKETING,MKT006734,GT007107,evaluation
STG028037,MARKETING,MKT006735,GT009670,calibration
STG028038,MARKETING,MKT006736,GT003666,calibration
STG028039,MARKETING,MKT006737,GT002231,calibration
STG028040,MARKETING,MKT006738,GT005316,calibration
STG028041,MARKETING,MKT006739,GT005826,evaluation
STG028042,MARKETING,MKT006740,GT005725,calibration
STG028043,MARKETING,MKT006741,GT001117,calibration
STG028044,MARKETING,MKT006742,GT002381,calibration
STG028045,MARKETING,MKT006743,GT001827,calibration
STG028046,MARKETING,MKT006744,GT001577,calibration
STG028047,MARKETING,MKT006745,GT002579,calibration
STG028048,MARKETING,MKT006746,GT002861,calibration
STG028049,MARKETING,MKT006747,GT001193,evaluation
STG028050,MARKETING,MKT006748,GT004760,calibration
STG028051,MARKETING,MKT006749,GT009604,calibration
STG028052,MARKETING,MKT006750,GT003994,calibration
STG028053,MARKETING,MKT006751,GT009304,evaluation
STG028054,MARKETING,MKT006752,GT005442,calibration
STG028055,MARKETING,MKT006753,GT003292,calibration
STG028056,MARKETING,MKT006754,GT001514,evaluation
STG028057,MARKETING,MKT006755,GT003475,calibration
STG028058,MARKETING,MKT006756,GT006828,evaluation
STG028059,MARKETING,MKT006757,GT006747,calibration
STG028060,MARKETING,MKT006758,GT009084,calibration
STG028061,MARKETING,MKT006759,GT003864,evaluation
STG028062,MARKETING,MKT006760,GT000813,evaluation
STG028063,MARKETING,MKT006761,GT008370,calibration
