ucr_id,total_linked_records,total_source_systems,source_systems,crm_record_count,ecommerce_record_count,marketing_record_count,online_record_count,support_record_count,ecommerce_transaction_count,ecommerce_total_revenue,ecommerce_total_tickets,ecommerce_average_transaction_value,ecommerce_distinct_events,first_transaction_date_time,last_transaction_date_time,first_attended_event_date,last_attended_event_date,online_session_count,online_total_duration_seconds,online_average_duration_seconds,online_baskets_created,online_baskets_converted,online_linked_transaction_count,first_online_session,last_online_session,online_basket_conversion_rate,marketing_contact_count,marketing_emails_opened,marketing_links_clicked,first_marketing_contact_date,last_marketing_contact_date,latest_marketing_consent_status,support_ticket_count,support_open_ticket_count,support_resolved_ticket_count,support_average_resolution_hours,first_support_ticket,last_support_ticket,first_recorded_interaction,last_recorded_interaction
UCR008660,1,1,ECOMMERCE,0,1,0,0,0,1,68.46,1,68.46,1.0,2025-03-15 17:44:11,2025-03-15 17:44:11,2025-05-24,2025-05-24,0,0.0,,0,0,0,,,0.0,0,0,0,,,,0,0,0,,,,2025-03-15 17:44:11,2025-03-15 17:44:11
UCR008661,6,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,0,3,1,1,1,3,173.42,3,57.81,3.0,2025-03-16 01:13:59,2025-04-22 22:09:58,2025-07-19,2025-12-20,1,373.0,373.0,1,1,1,2025-04-22 22:06:56,2025-04-22 22:06:56,1.0,1,5,1,2025-09-14,2025-09-14,False,1,0,1,2.77,2025-09-01 08:18:32,2025-09-01 08:18:32,2025-03-16 01:13:59,2025-09-14
UCR008662,1,1,ECOMMERCE,0,1,0,0,0,1,37.46,1,37.46,1.0,2025-03-16 05:14:39,2025-03-16 05:14:39,2025-04-05,2025-04-05,0,0.0,,0,0,0,,,0.0,0,0,0,,,,0,0,0,,,,2025-03-16 05:14:39,2025-03-16 05:14:39
UCR008663,4,3,ECOMMERCE | MARKETING | SUPPORT,0,1,1,0,2,1,21.54,1,21.54,1.0,2025-03-16 06:09:46,2025-03-16 06:09:46,2025-04-05,2025-04-05,0,0.0,,0,0,0,,,0.0,1,6,1,2025-09-13,2025-09-13,True,2,1,1,9.95,2025-01-20 21:42:46,2025-03-28 20:31:03,2025-01-20 21:42:46,2025-09-13
UCR008664,4,3,ECOMMERCE | MARKETING | ONLINE,0,1,2,1,0,1,95.4,2,95.4,1.0,2025-03-16 09:06:51,2025-03-16 09:06:51,2025-08-02,2025-08-02,1,3299.0,3299.0,1,1,1,2025-03-16 08:28:51,2025-03-16 08:28:51,1.0,2,16,7,2025-02-02,2025-06-29,False,0,0,0,,,,2025-02-02,2025-06-29
UCR008665,5,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,0,1,2,1,1,1,21.54,1,21.54,1.0,2025-03-16 13:49:30,2025-03-16 13:49:30,2025-04-05,2025-04-05,1,296.0,296.0,1,1,1,2025-03-16 13:46:21,2025-03-16 13:46:21,1.0,2,2,0,2025-03-08,2025-06-10,False,1,0,1,8.37,2025-05-28 05:53:55,2025-05-28 05:53:55,2025-03-08,2025-06-10
UCR008666,5,3,ECOMMERCE | MARKETING | ONLINE,0,2,2,1,0,2,190.78,3,95.39,2.0,2025-03-17 01:13:52,2025-08-11 12:00:29,2025-03-29,2025-10-11,1,770.0,770.0,1,1,1,2025-08-11 11:50:49,2025-08-11 11:50:49,1.0,2,11,1,2025-11-13,2025-12-17,False,0,0,0,,,,2025-03-17 01:13:52,2025-12-17
UCR008667,3,2,ECOMMERCE | MARKETING,0,2,1,0,0,2,106.4,3,53.2,2.0,2025-03-17 05:33:22,2025-04-18 12:01:04,2025-05-31,2025-06-21,0,0.0,,0,0,0,,,0.0,1,3,0,2025-05-29,2025-05-29,False,0,0,0,,,,2025-03-17 05:33:22,2025-05-29
UCR008668,3,2,ECOMMERCE | MARKETING,0,2,1,0,0,2,106.02,3,53.01,2.0,2025-03-17 05:38:28,2025-06-15 23:06:09,2025-06-14,2025-08-16,0,0.0,,0,0,0,,,0.0,1,6,0,2025-01-11,2025-01-11,True,0,0,0,,,,2025-01-11,2025-06-15 23:06:09
UCR008669,3,3,ECOMMERCE | MARKETING | SUPPORT,0,1,1,0,1,1,174.75,3,174.75,1.0,2025-03-17 06:16:49,2025-03-17 06:16:49,2025-03-29,2025-03-29,0,0.0,,0,0,0,,,0.0,1,7,0,2025-04-12,2025-04-12,True,1,0,1,5.75,2025-01-29 00:12:13,2025-01-29 00:12:13,2025-01-29 00:12:13,2025-04-12
UCR008670,3,2,ECOMMERCE | MARKETING,0,1,2,0,0,1,21.54,1,21.54,1.0,2025-03-17 12:03:02,2025-03-17 12:03:02,2025-04-05,2025-04-05,0,0.0,,0,0,0,,,0.0,2,11,3,2025-03-04,2025-07-14,False,0,0,0,,,,2025-03-04,2025-07-14
UCR008671,5,3,ECOMMERCE | MARKETING | SUPPORT,0,1,2,0,2,1,54.95,1,54.95,1.0,2025-03-17 13:20:52,2025-03-17 13:20:52,2025-05-17,2025-05-17,0,0.0,,0,0,0,,,0.0,2,9,2,2025-03-21,2025-12-22,True,2,0,2,11.67,2025-05-04 13:04:06,2025-09-26 01:10:50,2025-03-17 13:20:52,2025-12-22
UCR008672,3,2,ECOMMERCE | MARKETING,0,1,2,0,0,1,64.58,1,64.58,1.0,2025-03-17 14:46:27,2025-03-17 14:46:27,2025-09-06,2025-09-06,0,0.0,,0,0,0,,,0.0,2,5,1,2025-05-15,2025-12-15,True,0,0,0,,,,2025-03-17 14:46:27,2025-12-15
UCR008673,3,3,ECOMMERCE | MARKETING | ONLINE,0,1,1,1,0,1,53.98,2,53.98,1.0,2025-03-17 19:32:22,2025-03-17 19:32:22,2025-03-22,2025-03-22,1,30.0,30.0,1,1,1,2025-03-17 19:32:07,2025-03-17 19:32:07,1.0,1,2,0,2025-02-04,2025-02-04,True,0,0,0,,,,2025-02-04,2025-03-17 19:32:22
UCR008674,2,2,ECOMMERCE | MARKETING,0,1,1,0,0,1,69.7,2,69.7,1.0,2025-03-17 22:18:51,2025-03-17 22:18:51,2025-03-22,2025-03-22,0,0.0,,0,0,0,,,0.0,1,3,0,2025-01-14,2025-01-14,True,0,0,0,,,,2025-01-14,2025-03-17 22:18:51
UCR008675,5,3,ECOMMERCE | MARKETING | ONLINE,0,2,1,2,0,2,108.37,3,54.18,2.0,2025-03-18 01:53:13,2025-04-25 04:58:00,2025-06-14,2025-06-28,2,1209.0,604.5,2,2,2,2025-03-18 01:47:50,2025-04-25 04:50:53,1.0,1,2,0,2025-08-05,2025-08-05,True,0,0,0,,,,2025-03-18 01:47:50,2025-08-05
UCR008676,6,3,ECOMMERCE | ONLINE | SUPPORT,0,3,0,2,1,3,215.69,5,71.9,3.0,2025-03-18 02:23:23,2025-07-07 17:54:41,2025-04-26,2025-11-22,2,1644.0,822.0,2,2,2,2025-04-17 20:42:02,2025-07-07 17:51:29,1.0,0,0,0,,,,1,0,1,13.13,2025-11-07 03:37:05,2025-11-07 03:37:05,2025-03-18 02:23:23,2025-11-07 03:37:05
UCR008677,1,1,ECOMMERCE,0,1,0,0,0,1,28.06,1,28.06,1.0,2025-03-18 14:25:28,2025-03-18 14:25:28,2025-05-03,2025-05-03,0,0.0,,0,0,0,,,0.0,0,0,0,,,,0,0,0,,,,2025-03-18 14:25:28,2025-03-18 14:25:28
UCR008678,5,3,ECOMMERCE | MARKETING | SUPPORT,0,3,1,0,1,3,120.66,3,40.22,3.0,2025-03-19 03:55:26,2025-04-05 04:34:53,2025-05-03,2025-12-20,0,0.0,,0,0,0,,,0.0,1,3,1,2025-06-18,2025-06-18,True,1,0,1,35.4,2025-10-17 16:22:35,2025-10-17 16:22:35,2025-03-19 03:55:26,2025-10-17 16:22:35
UCR008679,3,3,ECOMMERCE | MARKETING | SUPPORT,0,1,1,0,1,1,58.25,1,58.25,1.0,2025-03-19 08:59:06,2025-03-19 08:59:06,2025-03-29,2025-03-29,0,0.0,,0,0,0,,,0.0,1,2,1,2025-05-28,2025-05-28,True,1,0,1,13.95,2025-05-17 09:37:46,2025-05-17 09:37:46,2025-03-19 08:59:06,2025-05-28
UCR008680,1,1,ECOMMERCE,0,1,0,0,0,1,124.56,2,124.56,1.0,2025-03-19 10:22:02,2025-03-19 10:22:02,2025-06-14,2025-06-14,0,0.0,,0,0,0,,,0.0,0,0,0,,,,0,0,0,,,,2025-03-19 10:22:02,2025-03-19 10:22:02
UCR008681,5,3,ECOMMERCE | MARKETING | ONLINE,0,2,1,2,0,2,68.48,2,34.24,2.0,2025-03-19 11:13:58,2025-05-12 08:41:36,2025-05-17,2025-10-04,2,991.0,495.5,2,2,2,2025-03-19 11:12:30,2025-05-12 08:30:52,1.0,1,2,0,2025-07-02,2025-07-02,True,0,0,0,,,,2025-03-19 11:12:30,2025-07-02
UCR008682,3,3,ECOMMERCE | ONLINE | SUPPORT,0,1,0,1,1,1,40.79,1,40.79,1.0,2025-03-19 14:32:12,2025-03-19 14:32:12,2025-06-21,2025-06-21,1,1830.0,1830.0,1,1,1,2025-03-19 14:19:50,2025-03-19 14:19:50,1.0,0,0,0,,,,1,0,1,17.22,2025-08-21 05:56:14,2025-08-21 05:56:14,2025-03-19 14:19:50,2025-08-21 05:56:14
UCR008683,4,2,ECOMMERCE | ONLINE,0,2,0,2,0,2,293.48,5,146.74,2.0,2025-03-19 20:00:00,2025-07-15 04:29:29,2025-08-30,2025-12-06,2,2034.0,1017.0,2,2,2,2025-03-19 19:44:31,2025-07-15 04:20:58,1.0,0,0,0,,,,0,0,0,,,,2025-03-19 19:44:31,2025-07-15 04:29:29
UCR008684,5,3,ECOMMERCE | MARKETING | SUPPORT,0,2,2,0,1,2,117.39,2,58.7,2.0,2025-03-19 20:02:13,2025-04-22 00:05:09,2025-03-29,2025-07-12,0,0.0,,0,0,0,,,0.0,2,14,3,2025-05-03,2025-06-13,True,1,1,0,,2025-04-02 05:22:16,2025-04-02 05:22:16,2025-03-19 20:02:13,2025-06-13
UCR008685,3,3,ECOMMERCE | MARKETING | SUPPORT,0,1,1,0,1,1,34.85,1,34.85,1.0,2025-03-19 21:02:29,2025-03-19 21:02:29,2025-03-22,2025-03-22,0,0.0,,0,0,0,,,0.0,1,5,1,2025-06-19,2025-06-19,False,1,0,1,50.63,2025-04-15 04:32:18,2025-04-15 04:32:18,2025-03-19 21:02:29,2025-06-19
UCR008686,5,3,ECOMMERCE | MARKETING | ONLINE,0,2,1,2,0,2,189.53,3,94.76,2.0,2025-03-20 02:56:34,2025-04-26 21:40:46,2025-07-05,2025-07-12,2,977.0,488.5,2,2,2,2025-03-20 02:53:55,2025-04-26 21:35:01,1.0,1,7,1,2025-08-26,2025-08-26,True,0,0,0,,,,2025-03-20 02:53:55,2025-08-26
UCR008687,5,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,0,2,1,1,1,2,205.11,3,102.56,2.0,2025-03-20 05:11:22,2025-08-27 08:48:33,2025-04-19,2025-10-25,1,1421.0,1421.0,1,1,1,2025-03-20 04:55:30,2025-03-20 04:55:30,1.0,1,1,0,2025-09-15,2025-09-15,True,1,0,1,15.93,2025-07-25 23:12:59,2025-07-25 23:12:59,2025-03-20 04:55:30,2025-09-15
UCR008688,4,2,ECOMMERCE | MARKETING,0,2,2,0,0,2,212.46,3,106.23,2.0,2025-03-20 07:28:03,2025-04-06 10:10:18,2025-08-23,2025-09-06,0,0.0,,0,0,0,,,0.0,2,8,1,2025-09-20,2025-10-31,False,0,0,0,,,,2025-03-20 07:28:03,2025-10-31
UCR008689,2,2,ECOMMERCE | ONLINE,0,1,0,1,0,1,58.25,1,58.25,1.0,2025-03-20 07:28:05,2025-03-20 07:28:05,2025-03-29,2025-03-29,1,899.0,899.0,1,1,1,2025-03-20 07:20:02,2025-03-20 07:20:02,1.0,0,0,0,,,,0,0,0,,,,2025-03-20 07:20:02,2025-03-20 07:28:05
UCR008690,4,3,ECOMMERCE | MARKETING | ONLINE,0,1,2,1,0,1,31.7,1,31.7,1.0,2025-03-20 08:55:48,2025-03-20 08:55:48,2025-04-12,2025-04-12,1,837.0,837.0,1,1,1,2025-03-20 08:47:18,2025-03-20 08:47:18,1.0,2,18,7,2025-04-20,2025-05-09,True,0,0,0,,,,2025-03-20 08:47:18,2025-05-09
UCR008691,4,3,ECOMMERCE | MARKETING | SUPPORT,0,1,1,0,2,1,60.21,1,60.21,1.0,2025-03-20 14:15:41,2025-03-20 14:15:41,2025-10-25,2025-10-25,0,0.0,,0,0,0,,,0.0,1,4,2,2025-04-25,2025-04-25,False,2,0,2,26.52,2025-01-31 06:01:37,2025-12-11 06:23:29,2025-01-31 06:01:37,2025-12-11 06:23:29
UCR008692,6,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,0,2,1,2,1,2,108.16,2,54.08,2.0,2025-03-20 17:11:15,2025-05-12 10:01:16,2025-07-12,2025-07-26,2,1488.0,744.0,2,2,2,2025-03-20 17:07:40,2025-05-12 09:52:08,1.0,1,7,4,2025-07-04,2025-07-04,True,1,0,1,24.97,2025-04-05 19:44:51,2025-04-05 19:44:51,2025-03-20 17:07:40,2025-07-04
UCR008693,7,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,0,2,2,1,2,2,103.29,2,51.64,2.0,2025-03-20 20:49:42,2025-06-16 07:43:07,2025-09-06,2025-12-13,1,303.0,303.0,1,1,1,2025-03-20 20:47:13,2025-03-20 20:47:13,1.0,2,10,1,2025-10-21,2025-10-31,True,2,0,2,10.12,2025-06-29 23:59:45,2025-12-10 23:59:07,2025-03-20 20:47:13,2025-12-10 23:59:07
UCR008694,3,3,ECOMMERCE | MARKETING | ONLINE,0,1,1,1,0,1,58.25,1,58.25,1.0,2025-03-21 03:56:06,2025-03-21 03:56:06,2025-03-29,2025-03-29,1,659.0,659.0,1,1,1,2025-03-21 03:52:07,2025-03-21 03:52:07,1.0,1,5,1,2025-07-13,2025-07-13,True,0,0,0,,,,2025-03-21 03:52:07,2025-07-13
UCR008695,2,2,ECOMMERCE | MARKETING,0,1,1,0,0,1,21.54,1,21.54,1.0,2025-03-21 14:29:50,2025-03-21 14:29:50,2025-04-05,2025-04-05,0,0.0,,0,0,0,,,0.0,1,11,1,2025-06-28,2025-06-28,False,0,0,0,,,,2025-03-21 14:29:50,2025-06-28
UCR008696,3,3,ECOMMERCE | MARKETING | ONLINE,0,1,1,1,0,1,31.7,1,31.7,1.0,2025-03-21 15:51:45,2025-03-21 15:51:45,2025-04-12,2025-04-12,1,696.0,696.0,1,1,1,2025-03-21 15:44:55,2025-03-21 15:44:55,1.0,1,4,0,2025-08-04,2025-08-04,True,0,0,0,,,,2025-03-21 15:44:55,2025-08-04
UCR008697,5,3,ECOMMERCE | ONLINE | SUPPORT,0,3,0,1,1,3,177.84,4,59.28,3.0,2025-03-21 17:15:12,2025-06-21 05:38:36,2025-04-12,2025-07-19,1,360.0,360.0,1,1,1,2025-03-21 17:12:43,2025-03-21 17:12:43,1.0,0,0,0,,,,1,0,1,3.28,2025-04-20 15:27:43,2025-04-20 15:27:43,2025-03-21 17:12:43,2025-06-21 05:38:36
UCR008698,3,3,ECOMMERCE | MARKETING | SUPPORT,0,1,1,0,1,1,33.92,1,33.92,1.0,2025-03-21 18:30:20,2025-03-21 18:30:20,2025-04-26,2025-04-26,0,0.0,,0,0,0,,,0.0,1,3,0,2025-02-14,2025-02-14,False,1,0,1,14.67,2025-10-04 01:52:30,2025-10-04 01:52:30,2025-02-14,2025-10-04 01:52:30
UCR008699,9,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,0,3,2,2,2,3,116.23,3,38.74,3.0,2025-03-21 20:18:09,2025-04-26 23:26:25,2025-05-17,2025-08-16,2,765.0,382.5,2,2,2,2025-04-12 15:33:06,2025-04-26 23:19:40,1.0,2,11,3,2025-08-01,2025-08-16,False,2,0,2,10.42,2025-03-20 13:00:23,2025-09-18 05:24:22,2025-03-20 13:00:23,2025-09-18 05:24:22
UCR008700,4,2,ECOMMERCE | MARKETING,0,2,2,0,0,2,182.19,3,91.1,2.0,2025-03-21 23:06:57,2025-04-29 09:48:33,2025-07-19,2025-08-30,0,0.0,,0,0,0,,,0.0,2,13,4,2025-07-26,2025-12-08,True,0,0,0,,,,2025-03-21 23:06:57,2025-12-08
UCR008701,3,2,ECOMMERCE | MARKETING,0,2,1,0,0,2,146.88,3,73.44,1.0,2025-03-22 00:04:27,2025-04-18 02:57:29,2025-06-07,2025-06-07,0,0.0,,0,0,0,,,0.0,1,6,1,2025-01-20,2025-01-20,True,0,0,0,,,,2025-01-20,2025-04-18 02:57:29
UCR008702,3,3,ECOMMERCE | MARKETING | ONLINE,0,1,1,1,0,1,29.82,1,29.82,1.0,2025-03-22 04:37:24,2025-03-22 04:37:24,2025-10-04,2025-10-04,1,3574.0,3574.0,1,1,1,2025-03-22 03:56:11,2025-03-22 03:56:11,1.0,1,6,0,2025-03-23,2025-03-23,True,0,0,0,,,,2025-03-22 03:56:11,2025-03-23
UCR008703,4,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,0,1,1,1,1,1,38.16,1,38.16,1.0,2025-03-22 05:45:56,2025-03-22 05:45:56,2025-04-12,2025-04-12,1,50.0,50.0,1,1,1,2025-03-22 05:45:37,2025-03-22 05:45:37,1.0,1,4,1,2025-11-24,2025-11-24,True,1,0,1,1.22,2025-11-05 17:00:37,2025-11-05 17:00:37,2025-03-22 05:45:37,2025-11-24
UCR008704,1,1,ECOMMERCE,0,1,0,0,0,1,177.42,3,177.42,1.0,2025-03-22 16:43:52,2025-03-22 16:43:52,2025-07-12,2025-07-12,0,0.0,,0,0,0,,,0.0,0,0,0,,,,0,0,0,,,,2025-03-22 16:43:52,2025-03-22 16:43:52
UCR008705,4,2,ECOMMERCE | MARKETING,0,2,2,0,0,2,255.42,4,127.71,2.0,2025-03-22 18:19:55,2025-03-29 13:24:22,2025-03-29,2025-07-19,0,0.0,,0,0,0,,,0.0,2,21,6,2025-01-17,2025-07-25,True,0,0,0,,,,2025-01-17,2025-07-25
UCR008706,3,3,ECOMMERCE | ONLINE | SUPPORT,0,1,0,1,1,1,132.76,2,132.76,1.0,2025-03-22 20:48:24,2025-03-22 20:48:24,2025-11-01,2025-11-01,1,804.0,804.0,1,1,1,2025-03-22 20:40:40,2025-03-22 20:40:40,1.0,0,0,0,,,,1,0,1,3.95,2025-04-27 22:41:47,2025-04-27 22:41:47,2025-03-22 20:40:40,2025-04-27 22:41:47
UCR008707,3,2,ECOMMERCE | MARKETING,0,1,2,0,0,1,81.57,3,81.57,1.0,2025-03-23 02:28:12,2025-03-23 02:28:12,2025-10-11,2025-10-11,0,0.0,,0,0,0,,,0.0,2,6,0,2025-10-18,2025-12-29,False,0,0,0,,,,2025-03-23 02:28:12,2025-12-29
UCR008708,5,3,ECOMMERCE | MARKETING | ONLINE,0,2,1,2,0,2,155.21,3,77.6,2.0,2025-03-23 03:44:50,2025-06-15 04:25:20,2025-03-29,2025-12-13,2,2857.0,1428.5,2,2,2,2025-03-23 03:26:25,2025-06-15 04:17:40,1.0,1,13,4,2025-08-31,2025-08-31,False,0,0,0,,,,2025-03-23 03:26:25,2025-08-31
UCR008709,5,3,ECOMMERCE | MARKETING | ONLINE,0,2,2,1,0,2,377.82,6,188.91,2.0,2025-03-23 08:39:50,2025-04-12 07:59:09,2025-07-12,2025-08-30,1,1238.0,1238.0,1,1,1,2025-04-12 07:46:13,2025-04-12 07:46:13,1.0,2,12,2,2025-07-30,2025-08-18,False,0,0,0,,,,2025-03-23 08:39:50,2025-08-18
UCR008710,2,2,ECOMMERCE | MARKETING,0,1,1,0,0,1,43.08,2,43.08,1.0,2025-03-23 11:57:42,2025-03-23 11:57:42,2025-04-05,2025-04-05,0,0.0,,0,0,0,,,0.0,1,10,0,2025-03-04,2025-03-04,True,0,0,0,,,,2025-03-04,2025-03-23 11:57:42
UCR008711,5,3,ECOMMERCE | MARKETING | ONLINE,0,1,3,1,0,1,68.46,1,68.46,1.0,2025-03-23 17:25:24,2025-03-23 17:25:24,2025-05-24,2025-05-24,1,1181.0,1181.0,1,1,1,2025-03-23 17:15:28,2025-03-23 17:15:28,1.0,3,12,3,2025-03-11,2025-09-21,True,0,0,0,,,,2025-03-11,2025-09-21
UCR008712,4,3,ECOMMERCE | MARKETING | ONLINE,0,2,1,1,0,2,220.52,3,110.26,2.0,2025-03-23 21:49:44,2025-05-27 22:30:17,2025-03-29,2025-06-14,1,1021.0,1021.0,1,1,1,2025-05-27 22:22:22,2025-05-27 22:22:22,1.0,1,16,7,2025-01-19,2025-01-19,True,0,0,0,,,,2025-01-19,2025-05-27 22:30:17
UCR008713,5,3,ECOMMERCE | MARKETING | ONLINE,0,1,3,1,0,1,63.4,2,63.4,1.0,2025-03-24 00:59:40,2025-03-24 00:59:40,2025-04-12,2025-04-12,1,307.0,307.0,1,1,1,2025-03-24 00:56:02,2025-03-24 00:56:02,1.0,3,13,3,2025-03-27,2025-10-31,True,0,0,0,,,,2025-03-24 00:56:02,2025-10-31
UCR008714,3,3,ECOMMERCE | MARKETING | SUPPORT,0,1,1,0,1,1,31.7,1,31.7,1.0,2025-03-24 23:14:03,2025-03-24 23:14:03,2025-04-12,2025-04-12,0,0.0,,0,0,0,,,0.0,1,4,0,2025-07-16,2025-07-16,True,1,0,1,23.1,2025-06-23 11:25:58,2025-06-23 11:25:58,2025-03-24 23:14:03,2025-07-16
UCR008715,4,3,ECOMMERCE | MARKETING | ONLINE,0,1,2,1,0,1,48.96,1,48.96,1.0,2025-03-25 02:14:39,2025-03-25 02:14:39,2025-06-07,2025-06-07,1,815.0,815.0,1,1,1,2025-03-25 02:05:01,2025-03-25 02:05:01,1.0,2,13,2,2025-01-24,2025-01-26,True,0,0,0,,,,2025-01-24,2025-03-25 02:14:39
UCR008716,1,1,ECOMMERCE,0,1,0,0,0,1,58.25,1,58.25,1.0,2025-03-25 09:26:54,2025-03-25 09:26:54,2025-03-29,2025-03-29,0,0.0,,0,0,0,,,0.0,0,0,0,,,,0,0,0,,,,2025-03-25 09:26:54,2025-03-25 09:26:54
UCR008717,3,3,ECOMMERCE | MARKETING | ONLINE,0,1,1,1,0,1,33.92,1,33.92,1.0,2025-03-25 09:43:12,2025-03-25 09:43:12,2025-04-26,2025-04-26,1,460.0,460.0,1,1,1,2025-03-25 09:38:46,2025-03-25 09:38:46,1.0,1,4,2,2025-03-28,2025-03-28,True,0,0,0,,,,2025-03-25 09:38:46,2025-03-28
UCR008718,6,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,0,1,2,1,2,1,48.96,1,48.96,1.0,2025-03-25 19:43:00,2025-03-25 19:43:00,2025-06-07,2025-06-07,1,551.0,551.0,1,1,1,2025-03-25 19:37:33,2025-03-25 19:37:33,1.0,2,9,3,2025-02-20,2025-07-15,True,2,0,2,11.61,2025-06-04 18:38:37,2025-12-26 04:31:32,2025-02-20,2025-12-26 04:31:32
UCR008719,4,3,ECOMMERCE | MARKETING | ONLINE,0,1,2,1,0,1,51.7,1,51.7,1.0,2025-03-26 05:27:13,2025-03-26 05:27:13,2025-11-15,2025-11-15,1,1134.0,1134.0,1,1,1,2025-03-26 05:13:14,2025-03-26 05:13:14,1.0,2,9,0,2025-07-15,2025-09-24,True,0,0,0,,,,2025-03-26 05:13:14,2025-09-24
UCR008720,5,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,0,1,2,1,1,1,27.19,1,27.19,1.0,2025-03-26 06:55:41,2025-03-26 06:55:41,2025-10-11,2025-10-11,1,391.0,391.0,1,1,1,2025-03-26 06:50:44,2025-03-26 06:50:44,1.0,2,19,6,2025-03-24,2025-09-03,True,1,0,1,18.78,2025-03-11 20:04:40,2025-03-11 20:04:40,2025-03-11 20:04:40,2025-09-03
UCR008721,3,3,ECOMMERCE | ONLINE | SUPPORT,0,1,0,1,1,1,25.9,1,25.9,1.0,2025-03-26 09:49:36,2025-03-26 09:49:36,2025-05-17,2025-05-17,1,1047.0,1047.0,1,1,1,2025-03-26 09:37:18,2025-03-26 09:37:18,1.0,0,0,0,,,,1,0,1,20.88,2025-07-19 15:24:26,2025-07-19 15:24:26,2025-03-26 09:37:18,2025-07-19 15:24:26
UCR008722,5,3,ECOMMERCE | MARKETING | ONLINE,0,2,1,2,0,2,278.53,4,139.26,2.0,2025-03-26 12:23:11,2025-04-10 05:15:23,2025-08-30,2025-11-22,2,3803.0,1901.5,2,2,2,2025-03-26 12:07:06,2025-04-10 05:01:46,1.0,1,3,0,2025-11-02,2025-11-02,False,0,0,0,,,,2025-03-26 12:07:06,2025-11-02
UCR008723,5,4,ECOMMERCE | MARKETING | ONLINE | SUPPORT,0,1,2,1,1,1,37.34,1,37.34,1.0,2025-03-26 16:30:22,2025-03-26 16:30:22,2025-07-05,2025-07-05,1,795.0,795.0,1,1,1,2025-03-26 16:22:40,2025-03-26 16:22:40,1.0,2,6,1,2025-06-12,2025-12-15,True,1,0,1,4.0,2025-04-11 06:33:20,2025-04-11 06:33:20,2025-03-26 16:22:40,2025-12-15
UCR008724,4,3,ECOMMERCE | MARKETING | SUPPORT,0,1,1,0,2,1,81.58,2,81.58,1.0,2025-03-26 23:41:48,2025-03-26 23:41:48,2025-06-21,2025-06-21,0,0.0,,0,0,0,,,0.0,1,7,3,2025-04-21,2025-04-21,False,2,0,2,16.71,2025-03-24 21:40:18,2025-07-17 23:50:56,2025-03-24 21:40:18,2025-07-17 23:50:56
UCR008725,5,3,ECOMMERCE | MARKETING | ONLINE,0,1,3,1,0,1,174.75,3,174.75,1.0,2025-03-27 14:55:46,2025-03-27 14:55:46,2025-03-29,2025-03-29,1,713.0,713.0,1,1,1,2025-03-27 14:46:49,2025-03-27 14:46:49,1.0,3,12,3,2025-03-24,2025-06-11,True,0,0,0,,,,2025-03-24,2025-06-11
UCR008726,5,3,ECOMMERCE | MARKETING | ONLINE,0,3,1,1,0,3,370.81,6,123.6,3.0,2025-03-27 15:37:35,2025-08-01 17:22:07,2025-05-24,2025-12-20,1,475.0,475.0,1,1,1,2025-03-27 15:34:45,2025-03-27 15:34:45,1.0,1,3,0,2025-03-14,2025-03-14,False,0,0,0,,,,2025-03-14,2025-08-01 17:22:07
UCR008727,3,2,ECOMMERCE | MARKETING,0,1,2,0,0,1,45.59,1,45.59,1.0,2025-03-27 16:53:29,2025-03-27 16:53:29,2025-05-03,2025-05-03,0,0.0,,0,0,0,,,0.0,2,13,1,2025-10-16,2025-11-08,True,0,0,0,,,,2025-03-27 16:53:29,2025-11-08
UCR008728,3,3,ECOMMERCE | MARKETING | ONLINE,0,1,1,1,0,1,40.79,1,40.79,1.0,2025-03-27 20:23:17,2025-03-27 20:23:17,2025-06-21,2025-06-21,1,60.0,60.0,1,1,1,2025-03-27 20:22:33,2025-03-27 20:22:33,1.0,1,2,0,2025-04-12,2025-04-12,True,0,0,0,,,,2025-03-27 20:22:33,2025-04-12
UCR008729,1,1,ECOMMERCE,0,1,0,0,0,1,58.25,1,58.25,1.0,2025-03-28 01:26:40,2025-03-28 01:26:40,2025-03-29,2025-03-29,0,0.0,,0,0,0,,,0.0,0,0,0,,,,0,0,0,,,,2025-03-28 01:26:40,2025-03-28 01:26:40
UCR008730,2,2,ECOMMERCE | MARKETING,0,1,1,0,0,1,38.16,1,38.16,1.0,2025-03-28 11:27:39,2025-03-28 11:27:39,2025-04-12,2025-04-12,0,0.0,,0,0,0,,,0.0,1,4,0,2025-08-23,2025-08-23,False,0,0,0,,,,2025-03-28 11:27:39,2025-08-23
